screenshot,route,subject,surface,grade,pageId,sectionIndex,sectionTotal,sectionTitle,selectionReason,matchedSignals,pass,issue,suspectFile,viewport,id
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g2-square_area-s2-mobile.png","/learning/book/geometry/g2/square_area","geometry","books-geometry","g2","square_area","2","7","הסבר","מכיל שוויון","=, ×, משוואה","PASS","","","mobile","book-geometry-g2-square_area-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g2-square_area-s6-mobile.png","/learning/book/geometry/g2/square_area","geometry","books-geometry","g2","square_area","6","7","שימו לב!","מכיל שוויון","=, ×, משוואה","PASS","","","mobile","book-geometry-g2-square_area-s6"
"","/learning/book/geometry/g2/solids","geometry","books-geometry","g2","solids","0","7","","לא נמצאו עמודי תוכן עם מתמטיקה/יחידות/תרגילים","","SKIP","נסרקו 7 עמודים — אף אחד לא עבר סף RTL","","mobile","book-geometry-g2-solids-none"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g3-square_area-s3-mobile.png","/learning/book/geometry/g3/square_area","geometry","books-geometry","g3","square_area","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, −/-, ×, ס""מ, סמ״ר/מ״ר, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g3-square_area-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g3-square_area-s2-mobile.png","/learning/book/geometry/g3/square_area","geometry","books-geometry","g3","square_area","2","7","הסבר","מכיל שוויון; מכיל יחידות מדידה","=, ×, →, ס""מ, סמ״ר/מ״ר, משוואה","PASS","","","mobile","book-geometry-g3-square_area-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g3-square_area-s4-mobile.png","/learning/book/geometry/g3/square_area","geometry","books-geometry","g3","square_area","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון","=, ×, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g3-square_area-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g3-square_area-s6-mobile.png","/learning/book/geometry/g3/square_area","geometry","books-geometry","g3","square_area","6","7","שימו לב!","מכיל שוויון","=, ×, משוואה","PASS","","","mobile","book-geometry-g3-square_area-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g3-square_perimeter-s3-mobile.png","/learning/book/geometry/g3/square_perimeter","geometry","books-geometry","g3","square_perimeter","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, +, −/-, →, ס""מ, דוגמה/פתרון, משוואה","REVIEW","unisolated-math-in-prose","lib/bidi/mixed-hebrew-math-runs.js; components/learning-book/MixedHebrewMathText.js","mobile","book-geometry-g3-square_perimeter-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g3-square_perimeter-s6-mobile.png","/learning/book/geometry/g3/square_perimeter","geometry","books-geometry","g3","square_perimeter","6","7","שימו לב!","מכיל שוויון; מכיל יחידות מדידה","=, +, ×, ס""מ, סמ״ר/מ״ר, משוואה","PASS","","","mobile","book-geometry-g3-square_perimeter-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g3-square_perimeter-s2-mobile.png","/learning/book/geometry/g3/square_perimeter","geometry","books-geometry","g3","square_perimeter","2","7","הסבר","מכיל שוויון; מכיל יחידות מדידה","=, +, ×, →, ס""מ, סמ״ר/מ״ר","PASS","","","mobile","book-geometry-g3-square_perimeter-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g3-square_perimeter-s4-mobile.png","/learning/book/geometry/g3/square_perimeter","geometry","books-geometry","g3","square_perimeter","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, +, ×, ס""מ, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g3-square_perimeter-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g3-triangle_perimeter-s3-mobile.png","/learning/book/geometry/g3/triangle_perimeter","geometry","books-geometry","g3","triangle_perimeter","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, +, −/-, ס""מ, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g3-triangle_perimeter-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g3-triangle_perimeter-s4-mobile.png","/learning/book/geometry/g3/triangle_perimeter","geometry","books-geometry","g3","triangle_perimeter","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, +, −/-, ס""מ, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g3-triangle_perimeter-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g3-triangle_perimeter-s6-mobile.png","/learning/book/geometry/g3/triangle_perimeter","geometry","books-geometry","g3","triangle_perimeter","6","7","שימו לב!","מכיל שוויון","=, +, משוואה","PASS","","","mobile","book-geometry-g3-triangle_perimeter-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g3-triangle_perimeter-s5-mobile.png","/learning/book/geometry/g3/triangle_perimeter","geometry","books-geometry","g3","triangle_perimeter","5","7","נסו בעצמכם","תוכן מעורב עברית+מתמטיקה","+, −/-, משוואה","PASS","","","mobile","book-geometry-g3-triangle_perimeter-s5"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-square_area-s3-mobile.png","/learning/book/geometry/g4/square_area","geometry","books-geometry","g4","square_area","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, −/-, ×, ס""מ, סמ״ר/מ״ר, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g4-square_area-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-square_area-s2-mobile.png","/learning/book/geometry/g4/square_area","geometry","books-geometry","g4","square_area","2","7","הסבר","מכיל שוויון; מכיל יחידות מדידה","=, ×, →, ס""מ, סמ״ר/מ״ר, משוואה","PASS","","","mobile","book-geometry-g4-square_area-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-square_area-s4-mobile.png","/learning/book/geometry/g4/square_area","geometry","books-geometry","g4","square_area","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, ×, ס""מ, סמ״ר/מ״ר, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g4-square_area-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-square_area-s6-mobile.png","/learning/book/geometry/g4/square_area","geometry","books-geometry","g4","square_area","6","7","שימו לב!","מכיל שוויון; מכיל יחידות מדידה","=, ×, ס""מ, סמ״ר/מ״ר, משוואה","PASS","","","mobile","book-geometry-g4-square_area-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-square_perimeter-s6-mobile.png","/learning/book/geometry/g4/square_perimeter","geometry","books-geometry","g4","square_perimeter","6","7","שימו לב!","מכיל שוויון; מכיל יחידות מדידה","=, ×, ס""מ, סמ״ר/מ״ר, משוואה","PASS","","","mobile","book-geometry-g4-square_perimeter-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-square_perimeter-s3-mobile.png","/learning/book/geometry/g4/square_perimeter","geometry","books-geometry","g4","square_perimeter","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, −/-, ×, ס""מ, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g4-square_perimeter-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-square_perimeter-s4-mobile.png","/learning/book/geometry/g4/square_perimeter","geometry","books-geometry","g4","square_perimeter","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, ×, ס""מ, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g4-square_perimeter-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-square_perimeter-s2-mobile.png","/learning/book/geometry/g4/square_perimeter","geometry","books-geometry","g4","square_perimeter","2","7","הסבר","מכיל שוויון; מכיל יחידות מדידה","=, ×, ס""מ, סמ״ר/מ״ר","PASS","","","mobile","book-geometry-g4-square_perimeter-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-rectangular_prism_volume-s3-mobile.png","/learning/book/geometry/g4/rectangular_prism_volume","geometry","books-geometry","g4","rectangular_prism_volume","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, −/-, ×, ²/³, ס""מ, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g4-rectangular_prism_volume-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-rectangular_prism_volume-s2-mobile.png","/learning/book/geometry/g4/rectangular_prism_volume","geometry","books-geometry","g4","rectangular_prism_volume","2","7","הסבר","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, −/-, ×, ²/³, ס""מ, סמ״ר/מ״ר","PASS","","","mobile","book-geometry-g4-rectangular_prism_volume-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-rectangular_prism_volume-s4-mobile.png","/learning/book/geometry/g4/rectangular_prism_volume","geometry","books-geometry","g4","rectangular_prism_volume","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, ²/³, ס""מ, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g4-rectangular_prism_volume-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-rectangular_prism_volume-s5-mobile.png","/learning/book/geometry/g4/rectangular_prism_volume","geometry","books-geometry","g4","rectangular_prism_volume","5","7","נסו בעצמכם","מכיל שוויון; מכיל יחידות מדידה","=, ×, ס""מ, משוואה","PASS","","","mobile","book-geometry-g4-rectangular_prism_volume-s5"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-parallel_perpendicular-s3-mobile.png","/learning/book/geometry/g4/parallel_perpendicular","geometry","books-geometry","g4","parallel_perpendicular","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל נוסחה/סימן גאומטרי","+, −/-, ×, °, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g4-parallel_perpendicular-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-parallel_perpendicular-s6-mobile.png","/learning/book/geometry/g4/parallel_perpendicular","geometry","books-geometry","g4","parallel_perpendicular","6","7","שימו לב!","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, +, °, סמ״ר/מ״ר","PASS","","","mobile","book-geometry-g4-parallel_perpendicular-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-parallel_perpendicular-s2-mobile.png","/learning/book/geometry/g4/parallel_perpendicular","geometry","books-geometry","g4","parallel_perpendicular","2","7","הסבר","מכיל שוויון; מכיל נוסחה/סימן גאומטרי","=, −/-, °","PASS","","","mobile","book-geometry-g4-parallel_perpendicular-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g4-parallel_perpendicular-s4-mobile.png","/learning/book/geometry/g4/parallel_perpendicular","geometry","books-geometry","g4","parallel_perpendicular","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל נוסחה/סימן גאומטרי","°, →, דוגמה/פתרון","PASS","","","mobile","book-geometry-g4-parallel_perpendicular-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-triangle_area-s6-mobile.png","/learning/book/geometry/g5/triangle_area","geometry","books-geometry","g5","triangle_area","6","7","שימו לב!","מכיל שוויון; מכיל יחידות מדידה","=, −/-, ×, ÷, ס""מ, סמ״ר/מ״ר, משוואה","PASS","","","mobile","book-geometry-g5-triangle_area-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-triangle_area-s3-mobile.png","/learning/book/geometry/g5/triangle_area","geometry","books-geometry","g5","triangle_area","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, ×, ÷, ס""מ, סמ״ר/מ״ר, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g5-triangle_area-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-triangle_area-s4-mobile.png","/learning/book/geometry/g5/triangle_area","geometry","books-geometry","g5","triangle_area","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, ×, ÷, ס""מ, סמ״ר/מ״ר, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g5-triangle_area-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-triangle_area-s2-mobile.png","/learning/book/geometry/g5/triangle_area","geometry","books-geometry","g5","triangle_area","2","7","הסבר","מכיל שוויון; מכיל יחידות מדידה","=, −/-, ×, ÷, ס""מ","PASS","","","mobile","book-geometry-g5-triangle_area-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-square_area-s3-mobile.png","/learning/book/geometry/g5/square_area","geometry","books-geometry","g5","square_area","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, ×, →, ס""מ, סמ״ר/מ״ר, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g5-square_area-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-square_area-s6-mobile.png","/learning/book/geometry/g5/square_area","geometry","books-geometry","g5","square_area","6","7","שימו לב!","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, ²/³, ס""מ, סמ״ר/מ״ר, משוואה","PASS","","","mobile","book-geometry-g5-square_area-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-square_area-s2-mobile.png","/learning/book/geometry/g5/square_area","geometry","books-geometry","g5","square_area","2","7","הסבר","מכיל שוויון; מכיל יחידות מדידה","=, ×, →, ס""מ, סמ״ר/מ״ר, משוואה","PASS","","","mobile","book-geometry-g5-square_area-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-square_area-s4-mobile.png","/learning/book/geometry/g5/square_area","geometry","books-geometry","g5","square_area","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, ×, ס""מ, סמ״ר/מ״ר, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g5-square_area-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-triangle_angles-s3-mobile.png","/learning/book/geometry/g5/triangle_angles","geometry","books-geometry","g5","triangle_angles","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל נוסחה/סימן גאומטרי","=, +, −/-, °, →, A=πr², דוגמה/פתרון","PASS","","","mobile","book-geometry-g5-triangle_angles-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-triangle_angles-s4-mobile.png","/learning/book/geometry/g5/triangle_angles","geometry","books-geometry","g5","triangle_angles","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל נוסחה/סימן גאומטרי","=, +, −/-, °, A=πr², דוגמה/פתרון","PASS","","","mobile","book-geometry-g5-triangle_angles-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-triangle_angles-s2-mobile.png","/learning/book/geometry/g5/triangle_angles","geometry","books-geometry","g5","triangle_angles","2","7","הסבר","מכיל שוויון; מכיל נוסחה/סימן גאומטרי","=, +, −/-, °, A=πr²","PASS","","","mobile","book-geometry-g5-triangle_angles-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-triangle_angles-s6-mobile.png","/learning/book/geometry/g5/triangle_angles","geometry","books-geometry","g5","triangle_angles","6","7","שימו לב!","מכיל שוויון; מכיל נוסחה/סימן גאומטרי","=, +, −/-, °, משוואה","PASS","","","mobile","book-geometry-g5-triangle_angles-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-rectangular_prism_volume-s3-mobile.png","/learning/book/geometry/g5/rectangular_prism_volume","geometry","books-geometry","g5","rectangular_prism_volume","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, −/-, ×, ²/³, ס""מ, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g5-rectangular_prism_volume-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-rectangular_prism_volume-s2-mobile.png","/learning/book/geometry/g5/rectangular_prism_volume","geometry","books-geometry","g5","rectangular_prism_volume","2","7","הסבר","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, ²/³, →, ס""מ, משוואה","REVIEW","unisolated-math-in-prose","lib/bidi/mixed-hebrew-math-runs.js; components/learning-book/MixedHebrewMathText.js","mobile","book-geometry-g5-rectangular_prism_volume-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-rectangular_prism_volume-s4-mobile.png","/learning/book/geometry/g5/rectangular_prism_volume","geometry","books-geometry","g5","rectangular_prism_volume","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, ²/³, ס""מ, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g5-rectangular_prism_volume-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g5-rectangular_prism_volume-s6-mobile.png","/learning/book/geometry/g5/rectangular_prism_volume","geometry","books-geometry","g5","rectangular_prism_volume","6","7","שימו לב!","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, ²/³, ס""מ, משוואה","PASS","","","mobile","book-geometry-g5-rectangular_prism_volume-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-circle_area-s4-mobile.png","/learning/book/geometry/g6/circle_area","geometry","books-geometry","g6","circle_area","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, π, ²/³, ס""מ, סמ״ר/מ״ר, דוגמה/פתרון, משוואה, עשרוני","PASS","","","mobile","book-geometry-g6-circle_area-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-circle_area-s6-mobile.png","/learning/book/geometry/g6/circle_area","geometry","books-geometry","g6","circle_area","6","7","שימו לב!","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, π, ²/³, ס""מ, סמ״ר/מ״ר, משוואה, עשרוני","PASS","","","mobile","book-geometry-g6-circle_area-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-circle_area-s3-mobile.png","/learning/book/geometry/g6/circle_area","geometry","books-geometry","g6","circle_area","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, ×, ס""מ, סמ״ר/מ״ר, דוגמה/פתרון, משוואה, עשרוני","PASS","","","mobile","book-geometry-g6-circle_area-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-circle_area-s5-mobile.png","/learning/book/geometry/g6/circle_area","geometry","books-geometry","g6","circle_area","5","7","נסו בעצמכם","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, π, ²/³, ס""מ, עשרוני","PASS","","","mobile","book-geometry-g6-circle_area-s5"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-circle_perimeter-s6-mobile.png","/learning/book/geometry/g6/circle_perimeter","geometry","books-geometry","g6","circle_perimeter","6","7","שימו לב!","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, −/-, ×, π, ס""מ, משוואה, עשרוני","PASS","","","mobile","book-geometry-g6-circle_perimeter-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-circle_perimeter-s4-mobile.png","/learning/book/geometry/g6/circle_perimeter","geometry","books-geometry","g6","circle_perimeter","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, π, ס""מ, דוגמה/פתרון, משוואה, עשרוני","PASS","","","mobile","book-geometry-g6-circle_perimeter-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-circle_perimeter-s2-mobile.png","/learning/book/geometry/g6/circle_perimeter","geometry","books-geometry","g6","circle_perimeter","2","7","הסבר","מכיל שוויון; מכיל יחידות מדידה","=, ×, ס""מ, סמ״ר/מ״ר, משוואה, עשרוני","PASS","","","mobile","book-geometry-g6-circle_perimeter-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-circle_perimeter-s5-mobile.png","/learning/book/geometry/g6/circle_perimeter","geometry","books-geometry","g6","circle_perimeter","5","7","נסו בעצמכם","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, π, ס""מ, משוואה, עשרוני","PASS","","","mobile","book-geometry-g6-circle_perimeter-s5"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-pythagoras_hyp-s6-mobile.png","/learning/book/geometry/g6/pythagoras_hyp","geometry","books-geometry","g6","pythagoras_hyp","6","7","שימו לב!","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, +, −/-, ²/³, →, ס""מ, משוואה","PASS","","","mobile","book-geometry-g6-pythagoras_hyp-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-pythagoras_hyp-s3-mobile.png","/learning/book/geometry/g6/pythagoras_hyp","geometry","books-geometry","g6","pythagoras_hyp","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, +, −/-, ²/³, ס""מ, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g6-pythagoras_hyp-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-pythagoras_hyp-s4-mobile.png","/learning/book/geometry/g6/pythagoras_hyp","geometry","books-geometry","g6","pythagoras_hyp","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל יחידות מדידה","=, +, −/-, ס""מ, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g6-pythagoras_hyp-s4"
