row_number,id,audience,source_file,source_line,report_surface,report_section,subject_if_known,grade_if_known,class_or_student_context_if_known,data_state_if_known,engine_meaning_plain_he,before_in_report_context,suggested_replacement_placeholder,after_in_report_context_placeholder,context_confidence,notes
112,TS-HE-00704,school_manager,lib/school-portal/school-report-view-model.js,713,school_admin_ui,status_labels,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,no_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק ניהול בית הספר | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: no_data
כפי שמופיע היום: אין פעילות",,ימולא לאחר אישור נוסח,high,
113,TS-HE-00705,school_manager,lib/school-portal/school-report-view-model.js,713,school_admin_ui,status_labels,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק ניהול בית הספר | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: … רשומות",,ימולא לאחר אישור נוסח,medium,template placeholders substituted with examples
114,TS-HE-00707,school_manager,lib/school-portal/school-report-view-model.js,718,school_admin_ui,status_labels,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק ניהול בית הספר | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: אין",,ימולא לאחר אישור נוסח,high,
115,TS-HE-00708,school_manager,lib/school-portal/school-report-view-model.js,718,school_admin_ui,status_labels,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק ניהול בית הספר | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: … נושאים",,ימולא לאחר אישור נוסח,medium,template placeholders substituted with examples
116,TS-HE-00709,school_manager,lib/school-portal/school-report-view-model.js,722,school_admin_ui,guidance_recommendation,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,המלצת פעולה או כיוון תמיכה למורה.,"בממשק ניהול בית הספר | המלצות והכוונה
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: המלצות למעקב",,ימולא לאחר אישור נוסח,high,
117,TS-HE-00710,school_manager,lib/school-portal/school-report-view-model.js,723,guidance_diagnostic,guidance_recommendation,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,המלצת פעולה או כיוון תמיכה למורה.,"בבלוק הכוונה/אבחון | המלצות והכוונה
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: אין",,ימולא לאחר אישור נוסח,high,
118,TS-HE-00711,school_manager,lib/school-portal/school-report-view-model.js,723,guidance_diagnostic,guidance_recommendation,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,המלצת פעולה או כיוון תמיכה למורה.,"בבלוק הכוונה/אבחון | המלצות והכוונה
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: … המלצות",,ימולא לאחר אישור נוסח,medium,template placeholders substituted with examples
119,TS-HE-00713,school_manager,lib/school-portal/school-report-view-model.js,740,school_admin_ui,data_health,חשבון,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הודעה על מצב נתונים דל או חסר בדוח.,"בממשק ניהול בית הספר | מצב נתונים
מקצוע לדוגמה: חשבון
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: אין נתונים לפי מקצוע.",,ימולא לאחר אישור נוסח,high,
120,TS-HE-00715,school_manager,lib/school-portal/school-report-view-model.js,749,school_admin_ui,data_health,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,no_data,הודעה על מצב נתונים דל או חסר בדוח.,"בממשק ניהול בית הספר | מצב נתונים
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: no_data
כפי שמופיע היום: אין פעילות למידה בתקופה האחרונה.",,ימולא לאחר אישור נוסח,high,
121,TS-HE-00717,school_manager,lib/school-portal/school-report-view-model.js,760,school_admin_ui,guidance_recommendation,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,המלצת פעולה או כיוון תמיכה למורה.,"בממשק ניהול בית הספר | המלצות והכוונה
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: המלצות למעקב",,ימולא לאחר אישור נוסח,high,
122,TS-HE-00718,school_manager,lib/school-portal/school-report-view-model.js,761,school_admin_ui,data_health,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הודעה על מצב נתונים דל או חסר בדוח.,"בממשק ניהול בית הספר | מצב נתונים
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: אין המלצות נוספות כרגע.",,ימולא לאחר אישור נוסח,high,
123,TS-HE-00731,school_manager,lib/school-portal/school-report-view-model.js,858,school_admin_ui,status_labels,,ה׳,כיתה — כיתה ה׳ (28 תלמידים),normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק ניהול בית הספר | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: כיתה — כיתה ה׳ (28 תלמידים)
מצב נתונים: normal_data
כפי שמופיע היום: מצב כיתה",,ימולא לאחר אישור נוסח,high,
124,TS-HE-00748,school_manager,lib/school-portal/school-report-view-model.js,968,subject_permission,status_labels,חשבון (לדוגמה),ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בהרשאות מקצוע / סינון מקצועות | תוויות סטטוס
מקצוע לדוגמה: חשבון (לדוגמה)
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: אין",,ימולא לאחר אישור נוסח,high,
125,TS-HE-00749,school_manager,lib/school-portal/school-report-view-model.js,968,subject_permission,status_labels,חשבון,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בהרשאות מקצוע / סינון מקצועות | תוויות סטטוס
מקצוע לדוגמה: חשבון
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: … מקצועות",,ימולא לאחר אישור נוסח,medium,template placeholders substituted with examples
126,TS-HE-00751,school_manager,lib/school-portal/school-report-view-model.js,973,school_admin_ui,status_labels,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק ניהול בית הספר | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: אין",,ימולא לאחר אישור נוסח,high,
127,TS-HE-00752,school_manager,lib/school-portal/school-report-view-model.js,973,school_admin_ui,status_labels,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק ניהול בית הספר | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: … פעילויות",,ימולא לאחר אישור נוסח,medium,template placeholders substituted with examples
128,TS-HE-00754,school_manager,lib/school-portal/school-report-view-model.js,978,school_admin_ui,status_labels,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק ניהול בית הספר | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: אין",,ימולא לאחר אישור נוסח,high,
129,TS-HE-00755,school_manager,lib/school-portal/school-report-view-model.js,978,school_admin_ui,status_labels,,ה׳,תלמיד בודד — [תלמיד],normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק ניהול בית הספר | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: normal_data
כפי שמופיע היום: … תלמידים",,ימולא לאחר אישור נוסח,medium,template placeholders substituted with examples
130,TS-HE-00757,school_manager,lib/school-portal/school-report-view-model.js,983,school_admin_ui,status_labels,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק ניהול בית הספר | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: אין",,ימולא לאחר אישור נוסח,high,
131,TS-HE-00758,school_manager,lib/school-portal/school-report-view-model.js,983,school_admin_ui,status_labels,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק ניהול בית הספר | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: … נושאים",,ימולא לאחר אישור נוסח,medium,template placeholders substituted with examples
132,TS-HE-00760,school_manager,lib/school-portal/school-report-view-model.js,988,school_admin_ui,status_labels,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק ניהול בית הספר | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: אין",,ימולא לאחר אישור נוסח,high,
133,TS-HE-00761,school_manager,lib/school-portal/school-report-view-model.js,988,school_admin_ui,status_labels,,ה׳,תלמיד בודד — [תלמיד],normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק ניהול בית הספר | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: normal_data
כפי שמופיע היום: … תלמידים",,ימולא לאחר אישור נוסח,medium,template placeholders substituted with examples
134,TS-HE-00763,school_manager,lib/school-portal/school-report-view-model.js,1001,school_admin_ui,data_health,חשבון,ה׳,מנהל/ת בית ספר — סקירת בית ספר,normal_data,הודעה על מצב נתונים דל או חסר בדוח.,"בממשק ניהול בית הספר | מצב נתונים
מקצוע לדוגמה: חשבון
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: normal_data
כפי שמופיע היום: אין מקצועות להצגה.",,ימולא לאחר אישור נוסח,high,
135,TS-HE-00765,school_manager,lib/school-portal/school-report-view-model.js,1006,school_admin_ui,data_health,,כיתה להצגה,כיתה — כיתה ה׳ (28 תלמידים),partial_date_range,הודעה על מצב נתונים דל או חסר בדוח.,"בממשק ניהול בית הספר | מצב נתונים
שכבה לדוגמה: כיתה להצגה
הקשר: כיתה — כיתה ה׳ (28 תלמידים)
מצב נתונים: partial_date_range
כפי שמופיע היום: אין פעילויות כיתה להצגה בתקופה זו.",,ימולא לאחר אישור נוסח,high,
136,TS-HE-00767,school_manager,lib/school-portal/school-report-view-model.js,1011,school_admin_ui,data_health,,כיתה זו,תלמיד בודד — [תלמיד],no_data,הודעה על מצב נתונים דל או חסר בדוח.,"בממשק ניהול בית הספר | מצב נתונים
שכבה לדוגמה: כיתה זו
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: no_data
כפי שמופיע היום: אין תלמידים רשומים בכיתה זו.",,ימולא לאחר אישור נוסח,high,
137,TS-HE-00770,school_manager,lib/school-portal/school-report-view-model.js,1034,school_admin_ui,data_health,,ה׳,תלמיד בודד — [תלמיד],normal_data,הודעה על מצב נתונים דל או חסר בדוח.,"בממשק ניהול בית הספר | מצב נתונים
שכבה לדוגמה: ה׳
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: normal_data
כפי שמופיע היום: לא זוהו תלמידים בולטים לתשומת לב.",,ימולא לאחר אישור נוסח,high,
138,TS-HE-00801,school_manager,lib/school-portal/school-ui.he.js,59,activity_export,data_health,חשבון,כיתה להצגה,כיתה — כיתה ה׳ (28 תלמידים),normal_data,הודעה על מצב נתונים דל או חסר בדוח.,"בייצוא דוח פעילות (Excel/PDF) | מצב נתונים
מקצוע לדוגמה: חשבון
שכבה לדוגמה: כיתה להצגה
הקשר: כיתה — כיתה ה׳ (28 תלמידים)
מצב נתונים: normal_data
כותרת במסך: סקירה כללית, פעולות מהירות ומעקב אחרי פעילות בבית הספר
כפי שמופיע היום: אין פעילויות כיתה להצגה כרגע.",,ימולא לאחר אישור נוסח,high,
139,TS-HE-00802,school_manager,lib/school-portal/school-ui.he.js,60,activity_export,data_health,חשבון,ה׳,פעילות כיתתית — תרגול מודרך בחשבון,normal_data,הודעה על מצב נתונים דל או חסר בדוח.,"בייצוא דוח פעילות (Excel/PDF) | מצב נתונים
מקצוע לדוגמה: חשבון
שכבה לדוגמה: ה׳
הקשר: פעילות כיתתית — תרגול מודרך בחשבון
מצב נתונים: normal_data
כותרת במסך: סקירה כללית, פעולות מהירות ומעקב אחרי פעילות בבית הספר
כפי שמופיע היום: כשמורים ייצרו פעילויות, הן יופיעו כאן.",,ימולא לאחר אישור נוסח,high,
140,TS-HE-00803,school_manager,lib/school-portal/school-ui.he.js,61,activity_export,data_health,חשבון,ה׳,פעילות כיתתית — תרגול מודרך בחשבון,normal_data,הודעה על מצב נתונים דל או חסר בדוח.,"בייצוא דוח פעילות (Excel/PDF) | מצב נתונים
מקצוע לדוגמה: חשבון
שכבה לדוגמה: ה׳
הקשר: פעילות כיתתית — תרגול מודרך בחשבון
מצב נתונים: normal_data
כותרת במסך: סקירה כללית, פעולות מהירות ומעקב אחרי פעילות בבית הספר
כפי שמופיע היום: אין מורים משויכים מלבד מנהל/ת בית הספר.",,ימולא לאחר אישור נוסח,high,
141,TS-HE-00804,school_manager,lib/school-portal/school-ui.he.js,62,activity_export,data_health,חשבון,ה׳,פעילות כיתתית — תרגול מודרך בחשבון,no_data,הודעה על מצב נתונים דל או חסר בדוח.,"בייצוא דוח פעילות (Excel/PDF) | מצב נתונים
מקצוע לדוגמה: חשבון
שכבה לדוגמה: ה׳
הקשר: פעילות כיתתית — תרגול מודרך בחשבון
מצב נתונים: no_data
כותרת במסך: סקירה כללית, פעולות מהירות ומעקב אחרי פעילות בבית הספר
כפי שמופיע היום: אין כיתות רשומות לבית הספר.",,ימולא לאחר אישור נוסח,high,
142,TS-HE-00805,school_manager,lib/school-portal/school-ui.he.js,63,activity_export,data_health,חשבון,ה׳,תלמיד בודד — [תלמיד],no_data,הודעה על מצב נתונים דל או חסר בדוח.,"בייצוא דוח פעילות (Excel/PDF) | מצב נתונים
מקצוע לדוגמה: חשבון
שכבה לדוגמה: ה׳
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: no_data
כותרת במסך: סקירה כללית, פעולות מהירות ומעקב אחרי פעילות בבית הספר
כפי שמופיע היום: אין תלמידים רשומים לבית הספר.",,ימולא לאחר אישור נוסח,high,
143,TS-HE-00867,school_manager,lib/school-portal/school-ui.he.js,131,activity_export,data_health,חשבון,ה׳,פעילות כיתתית — תרגול מודרך בחשבון,no_data,הודעה על מצב נתונים דל או חסר בדוח.,"בייצוא דוח פעילות (Excel/PDF) | מצב נתונים
מקצוע לדוגמה: חשבון
שכבה לדוגמה: ה׳
הקשר: פעילות כיתתית — תרגול מודרך בחשבון
מצב נתונים: no_data
כותרת במסך: כיתות של המורה
כפי שמופיע היום: אין כיתות משויכות למורה/ה זו.",,ימולא לאחר אישור נוסח,high,
144,TS-HE-00898,school_manager,lib/school-server/school-students.server.js,60,report_general,data_health,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,thin_data,אין מספיק נתונים לקביעת מסקנה.,"בממשק בית הספר | מצב נתונים
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: thin_data
כפי שמופיע היום: אין מספיק נתונים",,ימולא לאחר אישור נוסח,high,
145,TS-HE-00899,teacher,lib/teacher-portal/student-learning-status.js,17,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: פעילות נמוכה",,ימולא לאחר אישור נוסח,high,
146,TS-HE-00900,teacher,lib/teacher-portal/student-learning-status.js,21,report_general,status_labels,,ה׳,,weak_result,המערכת מסמנת שיש צורך בפעולה מיידית של המורה.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: weak_result
כפי שמופיע היום: דורש התערבות",,ימולא לאחר אישור נוסח,high,
147,TS-HE-00901,teacher,lib/teacher-portal/student-learning-status.js,24,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: צריך חיזוק",,ימולא לאחר אישור נוסח,high,
148,TS-HE-00902,teacher,lib/teacher-portal/student-learning-status.js,27,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: במעקב",,ימולא לאחר אישור נוסח,high,
149,TS-HE-00903,teacher,lib/teacher-portal/student-learning-status.js,31,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: חזק",,ימולא לאחר אישור נוסח,high,
150,TS-HE-00904,teacher,lib/teacher-portal/student-learning-status.js,33,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: תקין",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_dashboard_active
151,TS-HE-00905,teacher,lib/teacher-portal/student-learning-status.js,37,report_general,status_labels,,ה׳,,weak_result,המערכת מסמנת שיש צורך בפעולה מיידית של המורה.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: weak_result
כפי שמופיע היום: דורש התערבות",,ימולא לאחר אישור נוסח,high,
152,TS-HE-00906,teacher,lib/teacher-portal/student-learning-status.js,38,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: צריך חיזוק",,ימולא לאחר אישור נוסח,high,
153,TS-HE-00907,teacher,lib/teacher-portal/student-learning-status.js,39,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: במעקב",,ימולא לאחר אישור נוסח,high,
154,TS-HE-00908,teacher,lib/teacher-portal/student-learning-status.js,40,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: חזק",,ימולא לאחר אישור נוסח,high,
155,TS-HE-00909,teacher,lib/teacher-portal/student-learning-status.js,41,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: תקין",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_dashboard_active
156,TS-HE-00910,teacher,lib/teacher-portal/student-learning-status.js,46,report_general,data_health,,ה׳,,thin_data,אין מספיק נתונים לקביעת מסקנה.,"בממשק המורה | מצב נתונים
שכבה לדוגמה: ה׳
מצב נתונים: thin_data
כפי שמופיע היום: אין מספיק נתונים",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_dashboard_active
157,TS-HE-00911,teacher,lib/teacher-portal/student-learning-status.js,62,report_general,guidance_recommendation,,ה׳,,weak_result,המערכת מסמנת שיש צורך בפעולה מיידית של המורה.,"בממשק המורה | המלצות והכוונה
שכבה לדוגמה: ה׳
מצב נתונים: weak_result
כפי שמופיע היום: דורש התערבות",,ימולא לאחר אישור נוסח,high,
158,TS-HE-00912,teacher,lib/teacher-portal/student-learning-status.js,63,report_general,guidance_recommendation,,ה׳,,normal_data,המלצת פעולה או כיוון תמיכה למורה.,"בממשק המורה | המלצות והכוונה
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: צריך חיזוק",,ימולא לאחר אישור נוסח,high,
159,TS-HE-00913,teacher,lib/teacher-portal/student-learning-status.js,64,report_general,guidance_recommendation,,ה׳,,normal_data,המלצת פעולה או כיוון תמיכה למורה.,"בממשק המורה | המלצות והכוונה
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: במעקב",,ימולא לאחר אישור נוסח,high,
160,TS-HE-00914,teacher,lib/teacher-portal/student-learning-status.js,66,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: חזק",,ימולא לאחר אישור נוסח,high,
161,TS-HE-00915,teacher,lib/teacher-portal/student-learning-status.js,67,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: תקין",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_dashboard_active
162,TS-HE-01040,teacher,lib/teacher-portal/teacher-activity-report-export.js,720,activity_export,guidance_recommendation,חשבון,ה׳,פעילות כיתתית — תרגול מודרך בחשבון,normal_data,המלצת פעולה או כיוון תמיכה למורה.,"בייצוא דוח פעילות (Excel/PDF) | המלצות והכוונה
מקצוע לדוגמה: חשבון
שכבה לדוגמה: ה׳
הקשר: פעילות כיתתית — תרגול מודרך בחשבון
מצב נתונים: normal_data
כפי שמופיע היום: המלצות ומעקב",,ימולא לאחר אישור נוסח,high,
163,TS-HE-01044,teacher,lib/teacher-portal/teacher-activity-report-pdf.js,56,activity_report,guidance_recommendation,חשבון,ה׳,פעילות כיתתית — תרגול מודרך בחשבון,normal_data,המלצת פעולה או כיוון תמיכה למורה.,"בדוח פעילות כיתתית | המלצות והכוונה
מקצוע לדוגמה: חשבון
שכבה לדוגמה: ה׳
הקשר: פעילות כיתתית — תרגול מודרך בחשבון
מצב נתונים: normal_data
כפי שמופיע היום: המלצות AI",,ימולא לאחר אישור נוסח,high,
164,TS-HE-01117,teacher,lib/teacher-portal/teacher-ui.he.js,47,report_general,status_labels,,ה׳,,normal_data,המערכת מבקשת מעקב — עדיין אין צורך בהתערבות חזקה.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: כדאי לעקוב",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_student_normal
165,TS-HE-01118,teacher,lib/teacher-portal/teacher-ui.he.js,48,report_general,status_labels,,ה׳,,normal_or_strong,המערכת מציגה שהכיתה/תלמיד בקצב תקין.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_or_strong
כפי שמופיע היום: בקצב תקין",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_dashboard_active
166,TS-HE-01122,teacher,lib/teacher-portal/teacher-ui.he.js,55,report_general,status_labels,,כיתה בקצב,כיתה — כיתה ה׳ (28 תלמידים),normal_or_strong,המערכת מציגה שהכיתה/תלמיד בקצב תקין.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: כיתה בקצב
הקשר: כיתה — כיתה ה׳ (28 תלמידים)
מצב נתונים: normal_or_strong
כפי שמופיע היום: הכיתה בקצב תקין",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_dashboard_active
167,TS-HE-01134,teacher,lib/teacher-portal/teacher-ui.he.js,77,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: קבוצת חיזוק",,ימולא לאחר אישור נוסח,high,
168,TS-HE-01165,teacher,lib/teacher-portal/teacher-ui.he.js,402,activity_export,data_health,חשבון,ה׳,פעילות כיתתית — תרגול מודרך בחשבון,no_data,הודעה על מצב נתונים דל או חסר בדוח.,"בייצוא דוח פעילות (Excel/PDF) | מצב נתונים
מקצוע לדוגמה: חשבון
שכבה לדוגמה: ה׳
הקשר: פעילות כיתתית — תרגול מודרך בחשבון
מצב נתונים: no_data
כותרת במסך: אין כיתות פעילות
כפי שמופיע היום: אין כיתות פעילות",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_dashboard_no_data
169,TS-HE-01166,teacher,lib/teacher-portal/teacher-ui.he.js,404,report_general,class_summary,,כיתה חדשה,תלמיד בודד — [תלמיד],normal_data,תווית/משפט במפתח dashboard no classes hint — מוצג למורה/מנהל בהקשר סיכום כיתה.,"בממשק המורה | סיכום כיתה
שכבה לדוגמה: כיתה חדשה
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: normal_data
כותרת במסך: אין כיתות פעילות
כפי שמופיע היום: צור כיתה חדשה למטה, ואז הוסף תלמידים דרך «ניהול כיתה» בכרטיס הכיתה.",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_dashboard_no_data
170,TS-HE-01181,teacher,lib/teacher-server/discussion-question-preview.server.js,95,report_general,status_labels,חשבון,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
מקצוע לדוגמה: חשבון
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: מקצוע לא תקין",,ימולא לאחר אישור נוסח,high,
