row_number,review_file,id,source_file,source_line,report_surface,report_section,subject_if_known,topic_if_known,scenario_if_known,engine_meaning_plain_he,before_in_report_context,after_in_report_context,context_confidence,notes
341,parent-report-hebrew-owner-review-07-rows-301-350.xlsx,PR-HE-01842,utils/parent-report-ui-explain-he.js,16,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: fragile success: הצלחה שבירה","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): fragile success: הצלחה שבירה",high,Source may feed parent report — confirm render path
342,parent-report-hebrew-owner-review-07-rows-301-350.xlsx,PR-HE-01843,utils/parent-report-ui-explain-he.js,17,report_builder,topic_card,,שברים,,"המנוע משווה את התוצאות לאורך זמן, ולא מסתמך רק על תרגול אחד.","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: stable mastery: שליטה טובה בנושא לאורך זמן","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): stable mastery: שליטה טובה בנושא לאורך זמן",medium,Source may feed parent report — confirm render path
343,parent-report-hebrew-owner-review-07-rows-301-350.xlsx,PR-HE-01844,utils/parent-report-ui-explain-he.js,18,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: undetermined: לא נקבע","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): undetermined: לא נקבע",high,Source may feed parent report — confirm render path
344,parent-report-hebrew-owner-review-07-rows-301-350.xlsx,PR-HE-01845,utils/parent-report-ui-explain-he.js,19,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: mixed: מעורב","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): mixed: מעורב",high,Source may feed parent report — confirm render path
345,parent-report-hebrew-owner-review-07-rows-301-350.xlsx,PR-HE-01846,utils/parent-report-ui-explain-he.js,20,report_builder,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כללי
לפני החלפה: mixed low signal: עדיין מעט מידע — אי אפשר להסיק בוודאות","בונה דוח — כללי
אחרי החלפה: mixed low signal: עדיין אין מספיק מידע — אי אפשר להסיק בוודאות",high,Source may feed parent report — confirm render path
346,parent-report-hebrew-owner-review-07-rows-301-350.xlsx,PR-HE-01847,utils/parent-report-ui-explain-he.js,21,report_builder,topic_card,,שברים,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: none sparse: עדיין מעט תרגול בנושא זה","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): none sparse: עדיין מעט תרגול בנושא זה",medium,Source may feed parent report — confirm render path
347,parent-report-hebrew-owner-review-07-rows-301-350.xlsx,PR-HE-01848,utils/parent-report-ui-explain-he.js,22,report_builder,general,,,,המנוע מנסה להסביר איפה הופיע קושי בתרגול ומה כדאי לבדוק שוב.,"בונה דוח — כללי
לפני החלפה: none observed: בלי קושי חוזר שבולט","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): none observed: בלי קושי חוזר שבולט",high,Source may feed parent report — confirm render path
348,parent-report-hebrew-owner-review-07-rows-301-350.xlsx,PR-HE-01849,utils/parent-report-ui-explain-he.js,23,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: fragile success cluster: רצף הצלחות שבירות","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): fragile success cluster: רצף הצלחות שבירות",high,Source may feed parent report — confirm render path
349,parent-report-hebrew-owner-review-07-rows-301-350.xlsx,PR-HE-01850,utils/parent-report-ui-explain-he.js,27,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: high: אפשר לסמוך על זה: גבוהה","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): high: אפשר לסמוך על זה: גבוהה",high,Source may feed parent report — confirm render path
350,parent-report-hebrew-owner-review-07-rows-301-350.xlsx,PR-HE-01851,utils/parent-report-ui-explain-he.js,28,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: medium: אפשר לסמוך על זה: בינונית","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): medium: אפשר לסמוך על זה: בינונית",high,Source may feed parent report — confirm render path
351,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01852,utils/parent-report-ui-explain-he.js,29,report_builder,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כללי
לפני החלפה: low: אפשר לסמוך על זה רק חלקית — קוראים בזהירות","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): low: אפשר לסמוך על זה רק חלקית — קוראים בזהירות",high,Source may feed parent report — confirm render path
352,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01853,utils/parent-report-ui-explain-he.js,33,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: high: כמות התרגול: טובה","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): high: כמות התרגול: טובה",high,Source may feed parent report — confirm render path
353,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01854,utils/parent-report-ui-explain-he.js,34,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: medium: כמות התרגול: בינונית","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): medium: כמות התרגול: בינונית",high,Source may feed parent report — confirm render path
354,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01855,utils/parent-report-ui-explain-he.js,35,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: low: כמות התרגול: נמוכה","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): low: כמות התרגול: נמוכה",high,Source may feed parent report — confirm render path
355,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01856,utils/parent-report-ui-explain-he.js,39,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: falsePromotionRisk: חשש מעליית רמה מוקדמת מדי","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): falsePromotionRisk: חשש מעליית רמה מוקדמת מדי",high,Source may feed parent report — confirm render path
356,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01857,utils/parent-report-ui-explain-he.js,40,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: falseRemediationRisk: חשש מטיפול יתר","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): falseRemediationRisk: חשש מטיפול יתר",high,Source may feed parent report — confirm render path
357,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01858,utils/parent-report-ui-explain-he.js,41,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: speedOnlyRisk: נטייה למהירות","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): speedOnlyRisk: נטייה למהירות",high,Source may feed parent report — confirm render path
358,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01859,utils/parent-report-ui-explain-he.js,42,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: hintDependenceRisk: הילד עדיין נעזר ברמזים","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): hintDependenceRisk: הילד עדיין נעזר ברמזים",high,Source may feed parent report — confirm render path
359,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01860,utils/parent-report-ui-explain-he.js,43,report_builder,data_health,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — מצב נתונים
לפני החלפה: insufficientEvidenceRisk: מידע חלקי בלבד","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): insufficientEvidenceRisk: מידע חלקי בלבד",high,
360,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01861,utils/parent-report-ui-explain-he.js,44,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: recentTransitionRisk: שינוי קטן לאחרונה","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): recentTransitionRisk: שינוי קטן לאחרונה",high,Source may feed parent report — confirm render path
361,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01862,utils/parent-report-ui-explain-he.js,48,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: up: בשיפור","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): up: בשיפור",high,Source may feed parent report — confirm render path
362,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01864,utils/parent-report-ui-explain-he.js,50,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: flat: ללא שינוי","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): flat: ללא שינוי",high,Source may feed parent report — confirm render path
363,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01865,utils/parent-report-ui-explain-he.js,51,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: unknown: לא ברורה מספיק","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): unknown: לא ברורה מספיק",high,Source may feed parent report — confirm render path
364,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01870,utils/parent-report-ui-explain-he.js,198,report_builder,topic_card,,שברים,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: knowledge gap: קושי בחלקים פשוטים יותר של הנושא","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): knowledge gap: קושי בחלקים פשוטים יותר של הנושא",medium,Exported builder/UI function: ROOT_CAUSE_LABEL_HE
365,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01891,utils/parent-report-ui-explain-he.js,227,report_builder,data_health,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — מצב נתונים
לפני החלפה: careless flip: טעות קטנה כשנמהרים או מדלגים על צעד","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): careless flip: טעות קטנה כשנמהרים או מדלגים על צעד",high,
366,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01895,utils/parent-report-ui-explain-he.js,231,report_builder,data_health,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — מצב נתונים
לפני החלפה: insufficient mistake evidence: עדיין אין מספיק דוגמאות כדי לראות טעות חוזרת ברורה","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): insufficient mistake evidence: עדיין אין מספיק דוגמאות כדי לראות טעות חוזרת ברורה",high,
367,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01929,utils/parent-report-ui-explain-he.js,382,report_builder,data_health,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — מצב נתונים
לפני החלפה: not enough evidence: עדיין אין מספיק ניסיון כדי לדעת אם מה שניסינו באמת עוזר","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): not enough evidence: עדיין אין מספיק ניסיון כדי לדעת אם מה שניסינו באמת עוזר",high,
368,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01937,utils/parent-report-ui-explain-he.js,393,report_builder,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כללי
לפני החלפה: partial fit: התאמה חלקית — לעקוב ולכוון","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): partial fit: התאמה חלקית — לעקוב ולכוון",high,Exported builder/UI function: SUPPORT_FIT_LABEL_HE
369,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01947,utils/parent-report-ui-explain-he.js,410,report_builder,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כללי
לפני החלפה: recent but partial: עדכני חלקית — חסרים עדיין פרטים","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): recent but partial: עדכני חלקית — חסרים עדיין פרטים",high,Exported builder/UI function: FRESHNESS_STATE_LABEL_HE
370,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-01970,utils/parent-report-ui-explain-he.js,448,report_builder,data_health,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — מצב נתונים
לפני החלפה: insufficient sequence evidence: עדיין אין מספיק מידע כדי לדעת איך העזרה התקדמה.","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): insufficient sequence evidence: עדיין אין מספיק מידע כדי לדעת איך העזרה התקדמה.",high,
371,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02009,utils/parent-report-ui-explain-he.js,516,report_builder,data_health,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — מצב נתונים
לפני החלפה: no memory: עדיין אין מספיק מידע מהעבר כדי לדעת אם מה שניסינו קודם עדיין מתאים","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): no memory: עדיין אין מספיק מידע מהעבר כדי לדעת אם מה שניסינו קודם עדיין מתאים",high,
372,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02039,utils/parent-report-ui-explain-he.js,565,report_builder,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כללי
לפני החלפה: partial progress: בפועל יש התקדמות חלקית","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): partial progress: בפועל יש התקדמות חלקית",high,Exported builder/UI function: OBSERVED_OUTCOME_STATE_LABEL_HE
373,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02044,utils/parent-report-ui-explain-he.js,573,report_builder,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כללי
לפני החלפה: partly aligned: יש חפיפה חלקית בין מה שציפינו למה שרואים","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): partly aligned: יש חפיפה חלקית בין מה שציפינו למה שרואים",high,Exported builder/UI function: EXPECTED_VS_OBSERVED_MATCH_LABEL_HE
374,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02063,utils/parent-report-ui-explain-he.js,605,report_builder,data_health,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — מצב נתונים
לפני החלפה: gates not ready: עדיין אין מספיק בסיס — נשארים עם החלטה זהירה","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): gates not ready: עדיין אין מספיק בסיס — נשארים עם החלטה זהירה",high,
375,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02094,utils/parent-report-ui-explain-he.js,653,report_builder,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כללי
לפני החלפה: refresh baseline before decision: לבדוק שוב את החלקים הפשוטים יותר לפני החלטה גדולה","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): refresh baseline before decision: לבדוק שוב את החלקים הפשוטים יותר לפני החלטה גדולה",high,Exported builder/UI function: NEXT_CYCLE_DECISION_FOCUS_LABEL_HE
376,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02097,utils/parent-report-ui-explain-he.js,661,report_builder,topic_card,,שברים,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: likely foundational block: הנתונים מרמזים שהקושי אולי מתחיל בחלקים פשוטים יותר של הנושא","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): likely foundational block: הנתונים מרמזים שהקושי אולי מתחיל בחלקים פשוטים יותר של הנושא",medium,Exported builder/UI function: DEPENDENCY_STATE_LABEL_HE
377,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02098,utils/parent-report-ui-explain-he.js,662,report_builder,topic_card,,שברים,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: mixed dependency signal: לא ברור עדיין אם הקושי ממוקד בנושא הזה או מתחיל בחלקים פשוטים יותר","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): mixed dependency signal: לא ברור עדיין אם הקושי ממוקד בנושא הזה או מתחיל בחלקים פשוטים יותר",medium,Exported builder/UI function: DEPENDENCY_STATE_LABEL_HE
378,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02099,utils/parent-report-ui-explain-he.js,663,report_builder,data_health,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — מצב נתונים
לפני החלפה: insufficient dependency evidence: אין מספיק מידע כדי לדעת מאיפה הקושי מתחיל","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): insufficient dependency evidence: אין מספיק מידע כדי לדעת מאיפה הקושי מתחיל",high,
379,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02100,utils/parent-report-ui-explain-he.js,667,report_builder,topic_card,,שברים,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: accuracy foundation gap: נראה שהילד צריך עוד תרגול בחלקים פשוטים יותר של הנושא","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): accuracy foundation gap: נראה שהילד צריך עוד תרגול בחלקים פשוטים יותר של הנושא",medium,Exported builder/UI function: FOUNDATIONAL_BLOCKER_LABEL_HE
380,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02110,utils/parent-report-ui-explain-he.js,684,report_builder,topic_card,,שברים,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: foundation first: קודם לחזק את החלקים הפשוטים יותר — ואז לחזור לנושא עצמו","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): foundation first: קודם לחזק את החלקים הפשוטים יותר — ואז לחזור לנושא עצמו",medium,Exported builder/UI function: INTERVENTION_ORDERING_LABEL_HE
381,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02114,utils/parent-report-ui-explain-he.js,692,report_builder,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כללי
לפני החלפה: stabilize foundation first: לחזק קודם את החלקים הפשוטים יותר לפני שמרחיבים","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): stabilize foundation first: לחזק קודם את החלקים הפשוטים יותר לפני שמרחיבים",high,Exported builder/UI function: FOUNDATION_DECISION_LABEL_HE
382,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02116,utils/parent-report-ui-explain-he.js,694,report_builder,topic_card,,שברים,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
לפני החלפה: run parallel light support: לשלב תרגול קצר של החלקים הפשוטים יותר יחד עם הנושא עצמו","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אחרי החלפה (ללא שינוי מוצע): run parallel light support: לשלב תרגול קצר של החלקים הפשוטים יותר יחד עם הנושא עצמו",medium,
383,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02119,utils/parent-report-ui-explain-he.js,700,report_builder,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כללי
לפני החלפה: foundation targeted: תרגול ממוקד בחלקים הפשוטים יותר שצריך לחזק","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): foundation targeted: תרגול ממוקד בחלקים הפשוטים יותר שצריך לחזק",high,Exported builder/UI function: NEXT_CYCLE_SUPPORT_LEVEL_LABEL_HE
384,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02125,utils/parent-report-v2.js,97,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: קל","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): קל",high,Source may feed parent report — confirm render path
385,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02126,utils/parent-report-v2.js,97,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: בינוני","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): בינוני",high,Source may feed parent report — confirm render path
386,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02127,utils/parent-report-v2.js,97,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: קשה","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): קשה",high,Source may feed parent report — confirm render path
387,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02128,utils/parent-report-v2.js,100,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: learning: למידה","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): learning: למידה",high,Source may feed parent report — confirm render path
388,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02129,utils/parent-report-v2.js,101,report_builder,general,,,zero_data_math_q0,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: practice: תרגול","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): practice: תרגול",high,Source may feed parent report — confirm render path
389,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02130,utils/parent-report-v2.js,102,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: challenge: אתגר","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): challenge: אתגר",high,Source may feed parent report — confirm render path
390,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02131,utils/parent-report-v2.js,103,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: speed: מהירות","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): speed: מהירות",high,Source may feed parent report — confirm render path
391,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02132,utils/parent-report-v2.js,104,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: marathon: תרגול ארוך","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): marathon: תרגול ארוך",high,Source may feed parent report — confirm render path
392,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02133,utils/parent-report-v2.js,105,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: graded: מדורג","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): graded: מדורג",high,Source may feed parent report — confirm render path
393,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02134,utils/parent-report-v2.js,106,report_builder,general,,,zero_data_geometry_q0,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: normal: רגיל","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): normal: רגיל",high,Source may feed parent report — confirm render path
394,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02135,utils/parent-report-v2.js,107,report_builder,general,,,,המנוע מנסה להסביר איפה הופיע קושי בתרגול ומה כדאי לבדוק שוב.,"בונה דוח — כללי
לפני החלפה: mistakes: טעויות","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): mistakes: טעויות",high,Source may feed parent report — confirm render path
395,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02136,utils/parent-report-v2.js,108,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: practice mistakes: חזרה על שגיאות","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): practice mistakes: חזרה על שגיאות",high,Source may feed parent report — confirm render path
396,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02137,utils/parent-report-v2.js,128,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: לא זמין","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): לא זמין",medium,Source may feed parent report — confirm render path
397,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02138,utils/parent-report-v2.js,395,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: level: לא זמין","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): level: לא זמין",high,Source may feed parent report — confirm render path
398,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02139,utils/parent-report-v2.js,398,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: lastSessionAt: לא זמין","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): lastSessionAt: לא זמין",high,Source may feed parent report — confirm render path
