row_number,id,audience,source_file,source_line,surface,section,decision_type,engine_meaning_plain_he,before_in_context,context_confidence,notes
137,SD-HE-01205,parent,utils/parent-copilot/llm-orchestrator.js,154,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: השאלה היא על תחומי קושי. המבנה הנדרש:",high,
138,SD-HE-01207,parent,utils/parent-copilot/llm-orchestrator.js,155,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: התחום שדורש חיזוק כרגע הוא...",high,
139,SD-HE-01208,parent,utils/parent-copilot/llm-orchestrator.js,155,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: התחומים שדורשים חיזוק הם...",high,
140,SD-HE-01210,parent,utils/parent-copilot/llm-orchestrator.js,157,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אל תאבחן. אל תגיד 'בעיה חמורה'. השתמש בטון רגוע ומעשי.",high,
141,SD-HE-01211,parent,utils/parent-copilot/llm-orchestrator.js,157,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בעיה חמורה",high,
142,SD-HE-01213,parent,utils/parent-copilot/llm-orchestrator.js,162,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: השבוע כדאי להתמקד בעיקר ב-[שם נושא מלא] וב-[שם נושא מלא נוסף כשיש].",high,
143,SD-HE-01216,parent,utils/parent-copilot/llm-orchestrator.js,164,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: מומלץ לתרגל בערך 10 דקות, 3 פעמים בשבוע, עם 5–8 שאלות קצרות בכל פעם.",high,
144,SD-HE-01219,parent,utils/parent-copilot/llm-orchestrator.js,166,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אסור נקודה או פיסוק מיד אחרי מילת יחס (ב, על, עם, של, ל) לפני שם הנושא — אסור \""ב.\"", \""ב .\"", \""ב־.\"", \""ב-.\"", \""ב:.\"". המשך מיד אחרי \""ב\"" עם שם הנושא המלא.",high,
145,SD-HE-01220,parent,utils/parent-copilot/llm-orchestrator.js,167,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אל תפתח ב\""נראה שכדאי להתמקד ב\"" ואז נקודה או מקף לפני הנושא. אל תכתוב 'אפשר לסדר מה חשוב קודם' או 'זה מה שהדוח נותן כרגע'.",high,
146,SD-HE-01221,parent,utils/parent-copilot/llm-orchestrator.js,167,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אפשר לסדר מה חשוב קודם",high,
147,SD-HE-01222,parent,utils/parent-copilot/llm-orchestrator.js,167,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: זה מה שהדוח נותן כרגע",high,
148,SD-HE-01223,parent,utils/parent-copilot/llm-orchestrator.js,172,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: השאלה היא על מה לעשות בבית. המבנה הנדרש:",high,
149,SD-HE-01225,parent,utils/parent-copilot/llm-orchestrator.js,173,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בבית כדאי לתרגל...",high,
150,SD-HE-01229,parent,utils/parent-copilot/llm-orchestrator.js,178,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אל תכתוב 'אפשר לסדר' או 'זה מה שהדוח נותן'.",high,
151,SD-HE-01230,parent,utils/parent-copilot/llm-orchestrator.js,178,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אפשר לסדר",high,
152,SD-HE-01231,parent,utils/parent-copilot/llm-orchestrator.js,178,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: זה מה שהדוח נותן",high,
153,SD-HE-01232,parent,utils/parent-copilot/llm-orchestrator.js,182,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: השאלה היא אם יש סיבה לדאגה. המבנה הנדרש:",high,
154,SD-HE-01234,parent,utils/parent-copilot/llm-orchestrator.js,183,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בשלב הזה...",high,
155,SD-HE-01236,parent,utils/parent-copilot/llm-orchestrator.js,185,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אל תאבחן. אל תגרום לפאניקה. השתמש בטון רגוע ומעשי.",high,
156,SD-HE-01238,parent,utils/parent-copilot/llm-orchestrator.js,191,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: השאלה היא על מקצוע או נושא ספציפי. המבנה הנדרש:",high,
157,SD-HE-01241,parent,utils/parent-copilot/llm-orchestrator.js,194,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אם לנושא הספציפי יש מעט שאלות — אפשר לציין זאת בזהירות רק לנושא הזה.",high,
158,SD-HE-01244,parent,utils/parent-copilot/llm-orchestrator.js,201,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: ענה ישירות על שאלת ההורה. המבנה הנדרש:",high,
159,SD-HE-01247,parent,utils/parent-copilot/llm-orchestrator.js,211,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: חוק סגנון לשאלה זו: ההורה שואל על מקצוע (חזק / הכי טוב). אסור להשתמש במילה «התחום» בתשובה — השתמש ב«המקצוע» או פתח ישירות בשם המקצוע. דוגמאות לפתיחה תקינה: «המקצוע שבו נראו התוצאות הטובות ביותר הוא אנגלית, ובעיקר בנושא אוצר מילים» או «באנגלית נראו התוצאות הטובות ביותר בתקופה הזו, בעיקר בנושא אוצר מילים». אסור: «התחום שבו נראים המספרים…».",medium,placeholders substituted
160,SD-HE-01248,parent,utils/parent-copilot/llm-orchestrator.js,215,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אתה עוזר הורים מקצועי. תענה בעברית בלבד.",high,
161,SD-HE-01250,parent,utils/parent-copilot/llm-orchestrator.js,217,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: כתוב בשפה פשוטה, ישירה, וידידותית להורה — לא בשפת מערכת.",high,
162,SD-HE-01251,parent,utils/parent-copilot/llm-orchestrator.js,218,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אל תשתמש בביטויים: 'לפי הדוח, מופיעים:', 'המקצועות שמופיעים:', 'מוקדים עם ניסוח', 'זה מה שהדוח נותן כרגע', 'אפשר לסדר מה חשוב קודם'.",high,
163,SD-HE-01252,parent,utils/parent-copilot/llm-orchestrator.js,218,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: לפי הדוח, מופיעים:",high,
164,SD-HE-01253,parent,utils/parent-copilot/llm-orchestrator.js,218,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: המקצועות שמופיעים:",high,
165,SD-HE-01254,parent,utils/parent-copilot/llm-orchestrator.js,218,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: מוקדים עם ניסוח",high,
166,SD-HE-01255,parent,utils/parent-copilot/llm-orchestrator.js,218,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: זה מה שהדוח נותן כרגע",high,
167,SD-HE-01256,parent,utils/parent-copilot/llm-orchestrator.js,218,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אפשר לסדר מה חשוב קודם",high,
168,SD-HE-01257,parent,utils/parent-copilot/llm-orchestrator.js,219,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: ניסוח טבעי לדוגמה: 'השבוע כדאי להתמקד בעיקר ב...', 'ב... נראו תוצאות טובות יחסית', 'התחום שדורש חיזוק כרגע הוא...', 'בבית כדאי לתרגל...', 'בשלב הזה מומלץ...', 'הנתונים מצביעים על...'.",high,
169,SD-HE-01258,parent,utils/parent-copilot/llm-orchestrator.js,219,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: השבוע כדאי להתמקד בעיקר ב...",high,
170,SD-HE-01259,parent,utils/parent-copilot/llm-orchestrator.js,219,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: ב... נראו תוצאות טובות יחסית",high,
171,SD-HE-01260,parent,utils/parent-copilot/llm-orchestrator.js,219,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: התחום שדורש חיזוק כרגע הוא...",high,
172,SD-HE-01261,parent,utils/parent-copilot/llm-orchestrator.js,219,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בבית כדאי לתרגל...",high,
173,SD-HE-01262,parent,utils/parent-copilot/llm-orchestrator.js,219,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בשלב הזה מומלץ...",high,
174,SD-HE-01263,parent,utils/parent-copilot/llm-orchestrator.js,219,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: הנתונים מצביעים על...",high,
175,SD-HE-01264,parent,utils/parent-copilot/llm-orchestrator.js,220,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אסור לכתוב נקודה, נקודתיים או מקף מיד אחרי מילת יחס (ב, על, עם, של, ל) לפני שם הנושא — תמיד המשך מיד עם שם הנושא המלא. דוגמה אסורה: \""להתמקד ב. חשבון\""; נכון: \""להתמקד בחשבון\"" או \""להתמקד בחשבון —\"".",high,
176,SD-HE-01266,parent,utils/parent-copilot/llm-orchestrator.js,221,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: ביטחון",high,
177,SD-HE-01267,parent,utils/parent-copilot/llm-orchestrator.js,221,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בטחון",high,
178,SD-HE-01269,parent,utils/parent-copilot/llm-orchestrator.js,223,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: מוקדם לקבוע",high,
179,SD-HE-01271,parent,utils/parent-copilot/llm-orchestrator.js,223,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: נתונים מועטים",high,
180,SD-HE-01272,parent,utils/parent-copilot/llm-orchestrator.js,223,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: כיוון ראשוני בלבד",high,
181,SD-HE-01273,parent,utils/parent-copilot/llm-orchestrator.js,223,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: עדיין לא ניתן להסיק",high,
182,SD-HE-01278,parent,utils/parent-copilot/llm-orchestrator.js,228,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: שאלת הורה: …",medium,placeholders substituted
183,SD-HE-01388,parent,utils/parent-copilot/question-classifier-llm.js,32,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: חשבון",high,
184,SD-HE-01389,parent,utils/parent-copilot/question-classifier-llm.js,33,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: גאומטריה",high,
185,SD-HE-01390,parent,utils/parent-copilot/question-classifier-llm.js,34,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אנגלית",high,
186,SD-HE-01391,parent,utils/parent-copilot/question-classifier-llm.js,35,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: מדעים",high,
187,SD-HE-01392,parent,utils/parent-copilot/question-classifier-llm.js,36,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: עברית",high,
188,SD-HE-01393,parent,utils/parent-copilot/question-classifier-llm.js,37,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: מולדת",high,
189,SD-HE-01395,parent,utils/parent-copilot/question-classifier-llm.js,76,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: ארבע קטגוריות:",high,
190,SD-HE-01400,parent,utils/parent-copilot/question-classifier-llm.js,81,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: כללי הכרעה:",high,
191,SD-HE-01404,parent,utils/parent-copilot/question-classifier-llm.js,85,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: (אין)",high,
192,SD-HE-01405,parent,utils/parent-copilot/question-classifier-llm.js,85,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: מקצועות בדוח: ….",medium,placeholders substituted
193,SD-HE-01406,parent,utils/parent-copilot/question-classifier-llm.js,86,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: (אין)",high,
194,SD-HE-01407,parent,utils/parent-copilot/question-classifier-llm.js,86,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: נושאים נבחרים בדוח: ….",medium,placeholders substituted
195,SD-HE-01408,parent,utils/parent-copilot/question-classifier-llm.js,87,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: שאלת ההורה: …",medium,placeholders substituted
196,SD-HE-00015,mixed_or_unclear,components/teacher-portal/TeacherDiscussionQuestionPicker.jsx,192,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: נא לבחור לפחות שאלה אחת",high,
197,SD-HE-00020,mixed_or_unclear,components/teacher-portal/TeacherStudentIndividualActivitiesPanel.jsx,107,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: יצירת הפעילות נכשלה",high,
198,SD-HE-00021,mixed_or_unclear,components/teacher-portal/TeacherStudentIndividualActivitiesPanel.jsx,140,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: עדכון הפעילות נכשל",high,
199,SD-HE-00026,teacher,lib/classroom-activities/generate-activity-questions-client.js,97,classroom_activity,data_sufficiency,data_sufficiency,הודעה שהנתונים אינם מספיקים לקבלת החלטה.,"בפעילות כיתתית
אזור: data_sufficiency
סוג החלטה: data_sufficiency
כפי שמופיע: בפעילות כיתתית: אין מספיק שאלות … עבור … — נושא: … — רמה: …",medium,placeholders substituted
200,SD-HE-00030,student,lib/classroom-activities/student-activity-error-labels.client.js,8,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: הפעילות אינה זמינה כרגע",high,
201,SD-HE-00031,student,lib/classroom-activities/student-activity-error-labels.client.js,9,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: לא נמצאה פעילות כזו",high,
202,SD-HE-00032,student,lib/classroom-activities/student-activity-error-labels.client.js,10,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: הפעילות עדיין לא התחילה",high,
203,SD-HE-00033,student,lib/classroom-activities/student-activity-error-labels.client.js,11,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: לא ניתן לשלוח תשובות לפעילות זו כרגע",high,
204,SD-HE-00034,student,lib/classroom-activities/student-activity-error-labels.client.js,12,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: הפעילות נסגרה",high,
205,SD-HE-00035,student,lib/classroom-activities/student-activity-error-labels.client.js,13,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: הזמן לפעילות הסתיים",high,
206,SD-HE-00036,student,lib/classroom-activities/student-activity-error-labels.client.js,14,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: לא ניתן לפתוח את הפעילות כרגע",high,
207,SD-HE-00037,student,lib/classroom-activities/student-activity-error-labels.client.js,15,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: לא נמצא",high,
208,SD-HE-00038,student,lib/classroom-activities/student-activity-error-labels.client.js,16,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: נדרשת התחברות",high,
209,SD-HE-00039,student,lib/classroom-activities/student-activity-error-labels.client.js,17,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: נדרשת התחברות",high,
210,SD-HE-00040,student,lib/classroom-activities/student-activity-error-labels.client.js,18,classroom_activity,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בפעילות כיתתית
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: בפעילות כיתתית: אין הרשאה לפתוח את הפעילות",high,
211,SD-HE-00041,student,lib/classroom-activities/student-activity-error-labels.client.js,19,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: הפעילות לא משויכת אליך",high,
212,SD-HE-00042,student,lib/classroom-activities/student-activity-error-labels.client.js,20,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: הפעילות לא משויכת אליך",high,
