row_number,id,audience,source_file,source_line,surface,section,copy_type,meaning_plain_he,before_in_context,context_confidence,notes
176,SG-HE-04288,mixed_or_unclear,utils/geometry-question-generator.js,1472,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: התאמת תיאור: ""…"" מתאים לסוג משולש מספר — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
177,SG-HE-04290,mixed_or_unclear,utils/geometry-question-generator.js,1474,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי סוג: השם ""…"" מצביע על משולש מסוג — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
178,SG-HE-04318,mixed_or_unclear,utils/geometry-question-generator.js,1514,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: הגדרה וסיווג: ""…"" מתייחס למשולש המקיים — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
179,SG-HE-04391,mixed_or_unclear,utils/geometry-question-generator.js,1620,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: הבנת מונח: … מתייחס למרובע עם מאפייני צלעות — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
180,SG-HE-08075,mixed_or_unclear,utils/hebrew-question-generator.js,3557,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: כיתה ד׳ — הכתבה ושגיאת כתיב (2): בהכתבה נכתב 'יבש' במקום 'יָבֵשׁ' (במובן opposite of wet). מה סוג הטעות?",high,
181,SG-HE-10432,mixed_or_unclear,utils/math-explanations.js,1383,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: …. מורידים את הספרה הבאה (…). המספר החדש לחלוקה הוא ….",medium,placeholders substituted
182,SG-HE-11113,mixed_or_unclear,utils/student-question-stem-sanitizer.js,92,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: ^בכיתה\\s+…\\s*[—–-]\\s*…\\s*(?:קלה|בינונית|קשה|מאתגרת|easy|medium|hard)\\s*:\\s*",medium,placeholders substituted
183,SG-HE-00254,mixed_or_unclear,data/help-center/articleHelpers.js,84,help_center,help,heading,טקסט במרכז העזרה.,"במרכז העזרה
אזור: help
סוג: heading
כפי שמופיע: במקרה של קושי מתמשך, פער לימודי משמעותי או צורך בהכוונה אישית, מומלץ להיוועץ במורה או באיש מקצוע מתאים.",high,
184,SG-HE-00263,mixed_or_unclear,data/help-center/content/parents.js,27,help_center,help,heading,טקסט במרכז העזרה.,"במרכז העזרה
אזור: help
סוג: heading
כפי שמופיע: ליאו הוא מרחב לימודי בעברית לתלמידי כיתות א׳–ו׳, עם תרגול במקצועות שונים, משחקים ודוחות התקדמות להורים.",high,
185,SG-HE-03554,mixed_or_unclear,utils/geometry-explanations.js,143,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: בטרפז קודם …, אחר כך קשרו לשטח וחלקו — גובה = ….",medium,placeholders substituted
186,SG-HE-04289,mixed_or_unclear,utils/geometry-question-generator.js,1473,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: ניתוח תכונות: משולש ""…"" שייך לקטגוריה — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
187,SG-HE-04321,mixed_or_unclear,utils/geometry-question-generator.js,1517,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: מונח גיאומטרי: ""…"" הוא משולש המוגדר כ — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
188,SG-HE-04322,mixed_or_unclear,utils/geometry-question-generator.js,1518,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: סיווג לפי שם: ""…"" מצביע על משולש מסוג — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
189,SG-HE-04361,mixed_or_unclear,utils/geometry-question-generator.js,1580,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: הגדרת סוג מרובע: … מתאר מרובע עם תכונות של — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
190,SG-HE-04396,mixed_or_unclear,utils/geometry-question-generator.js,1627,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: ביטוי מתמטי: … הוא מונח המתייחס למרובע שבו — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
191,SG-HE-09539,mixed_or_unclear,utils/math-animations.js,974,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: אפשר לפשט כי גם … וגם … מתחלקים ב-…. נחלק את המונה והמכנה ב-….",medium,placeholders substituted
192,SG-HE-00699,mixed_or_unclear,data/legal/sitePolicies.he.js,257,policy,general,heading,טקסט מדיניות/הסכמה משפטי.,"במדיניות/הסכמה
אזור: general
סוג: heading
כפי שמופיע: במדיניות/הסכמה: אי-חידוש מנוי, כשל בתשלום או ביטול תשלום — לא יגרמו למחיקה אוטומטית של נתוני ילדים או היסטוריית למידה.",high,
193,SG-HE-00803,mixed_or_unclear,data/legal/sitePolicies.he.js,526,policy,general,heading,טקסט מדיניות/הסכמה משפטי.,"במדיניות/הסכמה
אזור: general
סוג: heading
כפי שמופיע: במדיניות/הסכמה: עמוד זה מסביר בקצרה כיצד אנו מגנים על נתוני הורים ותלמידים. זהו מידע כללי להורים — לא מסמך טכני פנימי.",high,
194,SG-HE-02355,mixed_or_unclear,utils/ai-hybrid-diagnostic/hybrid-review-record.js,121,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: התנגשות: V2 בחר … לעומת Hybrid top … (חומרה: …)",medium,placeholders substituted
195,SG-HE-04057,mixed_or_unclear,utils/geometry-question-generator.js,715,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: ליאו רוצה לשים גדר מסביב לגינה בצורת ריבוע, אורך כל צלע הוא … מטר. מה אורך הגדר הכולל שהוא צריך?",medium,placeholders substituted
196,SG-HE-04176,mixed_or_unclear,utils/geometry-question-generator.js,1221,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: השוו בין ריבוע למלבן: אורך … ורוחב … (לא כל הצלעות שוות). מה מתאים? (1 = ריבוע, 2 = מלבן)",medium,placeholders substituted
197,SG-HE-04291,mixed_or_unclear,utils/geometry-question-generator.js,1475,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: הגדרה מתמטית: ""…"" הוא משולש המוגדר כ — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
198,SG-HE-04297,mixed_or_unclear,utils/geometry-question-generator.js,1483,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: סיווג מתקדם: ""…"" = משולש שכל צלעותיו — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
199,SG-HE-04320,mixed_or_unclear,utils/geometry-question-generator.js,1516,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: התאמת הגדרה: ""…"" מתאר משולש שצלעותיו — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
200,SG-HE-04371,mixed_or_unclear,utils/geometry-question-generator.js,1592,mixed_or_unclear,policy,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: policy
סוג: explanation
כפי שמופיע: אתגר הגדרות: … מתאר מרובע המקיים תנאים של — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
201,SG-HE-04394,mixed_or_unclear,utils/geometry-question-generator.js,1625,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: ניתוח מונחי: השם … מגדיר מרובע שמתאפיין ב — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
202,SG-HE-00218,mixed_or_unclear,data/hebrew-g12-closure-queue.json,3,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: תור סגירה g1/g2 — סגור; כל הפריטים הועברו ל־completed_in_this_pass אחרי סנכרון מטריצה ובנק (2026-04).",high,
203,SG-HE-00718,mixed_or_unclear,data/legal/sitePolicies.he.js,308,policy,general,heading,טקסט מדיניות/הסכמה משפטי.,"במדיניות/הסכמה
אזור: general
סוג: heading
כפי שמופיע: במדיניות/הסכמה: אנו מחויבים להנגיש את האתר לקהל רחב בישראל, בעברית ומימין לשמאל (RTL). דיווח על בעיות נגישות — בברכה.",high,
204,SG-HE-04398,mixed_or_unclear,utils/geometry-question-generator.js,1629,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: הגדרה מתקדמת: … מוגדר כמרובע שכל צלעותיו — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
205,SG-HE-10462,mixed_or_unclear,utils/math-question-generator.js,73,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: שני אורכים נתונים — מפה … ס""מ מול … ס""מ במציאות. אותו יחס נכתב 1:__; מה __? = ……",medium,placeholders substituted
206,SG-HE-03828,mixed_or_unclear,utils/geometry-explanations.js,923,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: נפח תיבה/מנסרה: שלושה ממדים בכפל. פירמידה/חרוט: … (ועם … בחרוט).",medium,placeholders substituted
207,SG-HE-04174,mixed_or_unclear,utils/geometry-question-generator.js,1216,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: צורה עם זוגות נגדיים שווים: … מול …, … מול …. מה זה? (1 = ריבוע, 2 = מלבן)",medium,placeholders substituted
208,SG-HE-04370,mixed_or_unclear,utils/geometry-question-generator.js,1591,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: הוכחת זיהוי: מדוע … שייך לקטגוריה מסוימת? (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
209,SG-HE-10191,mixed_or_unclear,utils/math-explanations.js,43,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: חפש את הספרה שמקיפים (עשרות/מאות) והסתכל על הספרה שאחריה: … עיגול למטה, … למעלה.",medium,placeholders substituted
210,SG-HE-10458,mixed_or_unclear,utils/math-question-generator.js,68,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: במפה מופיע קטע של … ס""מ, ובשטח האמיתי הוא … ס""מ. השלימו את קנה המידה בצורה 1:……",medium,placeholders substituted
211,SG-HE-00372,mixed_or_unclear,data/help-center/content/parents.js,205,help_center,help,heading,טקסט במרכז העזרה.,"במרכז העזרה
אזור: help
סוג: heading
כפי שמופיע: בדף הבית או בדפדפן תופיע אפשרות «התקן כאפליקציה» — לחצו ואשרו. כך תוכלו לפתוח את ליאו כמו אפליקציה.",high,
212,SG-HE-00970,mixed_or_unclear,lib/learning-client/subjectMonthlyPersistenceView.js,100,general_component,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"ברכיב ממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: נותרו עוד … דק׳ (~… ש׳)",medium,placeholders substituted
213,SG-HE-04319,mixed_or_unclear,utils/geometry-question-generator.js,1515,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי מונח: ""…"" = משולש בעל צלעות — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
214,SG-HE-04385,mixed_or_unclear,utils/geometry-question-generator.js,1614,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: מונח מתמטי: … מגדיר מרובע עם תכונות של — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
215,SG-HE-04306,mixed_or_unclear,utils/geometry-question-generator.js,1499,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: בחירת סוג: ""…"" מתאים למשולש מספר — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
216,SG-HE-04307,mixed_or_unclear,utils/geometry-question-generator.js,1500,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: הגדרה: ""…"" מתאר משולש עם מאפייני — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
217,SG-HE-04332,mixed_or_unclear,utils/geometry-question-generator.js,1530,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: ניסוח מדויק: ""…"" מתאר משולש מסוג — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
218,SG-HE-04354,mixed_or_unclear,utils/geometry-question-generator.js,1570,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: בחרו את הסוג הנכון: … מתאר מרובע מספר — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
219,SG-HE-04374,mixed_or_unclear,utils/geometry-question-generator.js,1595,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: הבנת מונחים: … מתייחס למרובע עם תכונת — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
220,SG-HE-04375,mixed_or_unclear,utils/geometry-question-generator.js,1596,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: אתגר הגדרה: מהו … במונחי סיווג מרובעים? (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
221,SG-HE-10019,mixed_or_unclear,utils/math-animations.js,3474,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: … … ב-… ⇒ התשובה: ….",medium,placeholders substituted
222,SG-HE-10571,mixed_or_unclear,utils/math-question-generator.js,806,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: בשברים עם מכנה זהה …: מה צריך לעשות כדי לחבר את המונים (למשל 2/…+1/…)? = בחרו תשובה",medium,placeholders substituted
223,SG-HE-00761,mixed_or_unclear,data/legal/sitePolicies.he.js,416,policy,general,heading,טקסט מדיניות/הסכמה משפטי.,"במדיניות/הסכמה
אזור: general
סוג: heading
כפי שמופיע: במדיניות/הסכמה: לבקשה למחיקת חשבון הורה שלם — פנו בדוא\""ל. נטפל בבקשה עד … ימי עסקים.",medium,placeholders substituted
224,SG-HE-04169,mixed_or_unclear,utils/geometry-question-generator.js,1192,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: ניתוח תיאור — מרובע עם ארבע צלעות שוות … וזוויות ישרות. מה סוג הצורה? (1 = ריבוע, 2 = מלבן)",medium,placeholders substituted
225,SG-HE-04286,mixed_or_unclear,utils/geometry-question-generator.js,1470,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: חקר תכונות: למשולש ""…"" יש צלעות — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
226,SG-HE-04305,mixed_or_unclear,utils/geometry-question-generator.js,1498,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי בסיסי: משולש ""…"" הוא מסוג — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
227,SG-HE-04316,mixed_or_unclear,utils/geometry-question-generator.js,1512,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: התאמת מונח: ""…"" = איזה סוג משולש? (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
228,SG-HE-04346,mixed_or_unclear,utils/geometry-question-generator.js,1544,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: ניתוח מדויק: ""…"" קטגוריית משולש — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
229,SG-HE-04364,mixed_or_unclear,utils/geometry-question-generator.js,1583,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: התאמת תיאור: … מתאים לסוג מרובע מספר — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
230,SG-HE-04366,mixed_or_unclear,utils/geometry-question-generator.js,1585,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי סוג: השם … מצביע על מרובע מסוג — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
231,SG-HE-04386,mixed_or_unclear,utils/geometry-question-generator.js,1615,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: הגדרה וסיווג: … מתייחס למרובע המקיים — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
232,SG-HE-04571,mixed_or_unclear,utils/geometry-question-generator.js,2056,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: בחרו שם לגוף: …. (1 = קובייה, 2 = תיבה, 3 = גליל, 4 = פירמידה, 5 = חרוט, 6 = כדור)",medium,placeholders substituted
233,SG-HE-09824,mixed_or_unclear,utils/math-animations.js,2519,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: נבדוק: … ÷ … = …. זה מספר שלם, לכן … הוא כפולה של …",medium,placeholders substituted
234,SG-HE-04303,mixed_or_unclear,utils/geometry-question-generator.js,1496,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: התאמה: השם ""…"" מתאר משולש מסוג — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
235,SG-HE-04324,mixed_or_unclear,utils/geometry-question-generator.js,1520,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: ניתוח: ""…"" מתאר משולש עם צלעות — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
236,SG-HE-04365,mixed_or_unclear,utils/geometry-question-generator.js,1584,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: ניתוח תכונות: מרובע … שייך לקטגוריה — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
237,SG-HE-04389,mixed_or_unclear,utils/geometry-question-generator.js,1618,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: מונח גיאומטרי: … הוא מרובע המוגדר כ — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
238,SG-HE-04390,mixed_or_unclear,utils/geometry-question-generator.js,1619,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: סיווג לפי שם: … מצביע על מרובע מסוג — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
239,SG-HE-10703,mixed_or_unclear,utils/math-question-generator.js,3114,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: בפרויקט קבוצתי ניתנו ציונים …, … ו-… לשלושה שלבים. מה ממוצע הציון (מעוגל למספר שלם)?",medium,placeholders substituted
240,SG-HE-02671,mixed_or_unclear,utils/curriculum-audit/israeli-primary-curriculum-map.js,372,learning_lobby,general,heading,טקסט בממשק הלמידה.,"בלובי למידה
אזור: general
סוג: heading
כפי שמופיע: בלובי למידה: כיתה … — אנגלית: מופרד חשיפה / אוצר מילים / דקדוק / משפטים. גלי גיל—לא להניח ליבה זהה.",medium,placeholders substituted
241,SG-HE-04075,mixed_or_unclear,utils/geometry-question-generator.js,766,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: גינה מלבנית מוקפת בגדר. האורך … מטר והרוחב … מטר. כמה מטרים של גדר צריך בסך הכל?",medium,placeholders substituted
242,SG-HE-04304,mixed_or_unclear,utils/geometry-question-generator.js,1497,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: סיווג פשוט: ""…"" שייך לקטגוריה — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
243,SG-HE-04345,mixed_or_unclear,utils/geometry-question-generator.js,1543,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: חקר תכונות: ""…"" מאפייני צלעות — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
244,SG-HE-04367,mixed_or_unclear,utils/geometry-question-generator.js,1586,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: הגדרה מתמטית: … הוא מרובע המוגדר כ — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
245,SG-HE-04373,mixed_or_unclear,utils/geometry-question-generator.js,1594,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: סיווג מתקדם: … = מרובע שכל צלעותיו — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
246,SG-HE-04388,mixed_or_unclear,utils/geometry-question-generator.js,1617,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: התאמת הגדרה: … מתאר מרובע שצלעותיו — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
247,SG-HE-00643,mixed_or_unclear,data/legal/sitePolicies.he.js,120,policy,general,heading,טקסט מדיניות/הסכמה משפטי.,"במדיניות/הסכמה
אזור: general
סוג: heading
כפי שמופיע: במדיניות/הסכמה: עתיד — עשויים להופיע עוגיות או פיקסלים לפרסום, אנליטיקה או שיווק. לפני הפעלה נעדכן מדיניות זו.",high,
248,SG-HE-03143,mixed_or_unclear,utils/geometry-activity-question-stem.js,16,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: חישוב זוויות במשולש: ידועות 2 זוויות במשולש …° ו-…°. השלימו את הזווית השלישית.",medium,placeholders substituted
249,SG-HE-03861,mixed_or_unclear,utils/geometry-explanations.js,1020,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: ריבוע …, מלבן (לא ריבוע) …, משולש שווה־צלעות … — לפי צורת השאלה.",medium,placeholders substituted
250,SG-HE-04009,mixed_or_unclear,utils/geometry-question-generator.js,553,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: רצפת חדר של ליאו היא מלבן באורך … מטר וברוחב … מטר. מה שטח הרצפה במטרים רבועים?",medium,placeholders substituted
251,SG-HE-04276,mixed_or_unclear,utils/geometry-question-generator.js,1457,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: לפי השם ""…"" — איזה מספר מתאים? (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
252,SG-HE-04281,mixed_or_unclear,utils/geometry-question-generator.js,1462,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: סיווג: ""…"" מתאים למשולש מסוג — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
