subject,grade,topic,subskill,internalTag,classifierFileFunction,tagProducedByClassifierNotInjected,producerStatus,producedVia,taxonomyId,taxonomyMinWrong,taxonomyMinOccurrenceRatio,requiredTags,parentSafeLabel,enginePrimaryLabel,exampleCorrectAnswer,exampleWrongAnswer,patternCount,totalErrors,totalQuestions,ratioOfQuestions,ratioOfErrors,sessions,days,observedPatternLevel,evidenceStrength,patternLayer,engineDecision,ADC,parentFacingText,enrichApplied,blockPatternClaim,detectedPattern
history,,סיבה ותוצאה,סיבה ותוצאה,cause_effect_error,mcq-option-evidence-tagging|data/history-questions/g6-generated.js,yes,PASS,REAL_RUNTIME_classifier,HI-03,3,0.6,cause_effect_error|historical_inference_error,,בחירת סיבה שאינה מתאימה לתוצאה ההיסטורית,לאחר כיבושי אלכסנדר ושלטון ממלכות יורשיו,לפני קיומה של יוון,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא סיבה ותוצאה יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
history,,דמיון והבדל,השוואה,comparison_error,mcq-option-evidence-tagging|data/history-questions/g6-generated.js,yes,PASS,REAL_RUNTIME_classifier,HI-04,3,0.6,comparison_error|partial_comparison_error,,השוואה חלקית או לא מדויקת בין אירועים,"אתונה הדגישה דמוקרטיה ותרבות, ספרטה צבא ומשמעת",שתיהן זהות לחלוטין,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא דמיון והבדל יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
history,,תפקיד,דמויות ותפקידן,figure_role_confusion,mcq-option-evidence-tagging|data/history-questions/g6-generated.js,yes,PASS,REAL_RUNTIME_classifier,HI-05,3,0.6,figure_role_confusion|character_role_error,,בלבול בין דמויות לבין תפקידיהן,מלך מוקדון שכבש אימפריה ענקית,מלך רומי ראשון,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא תפקיד יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
history,,מוסדות,שלטון ומוסדות,institution_confusion,mcq-option-evidence-tagging|data/history-questions/g6-generated.js,yes,PASS,REAL_RUNTIME_classifier,HI-06,3,0.6,institution_confusion|governance_error,,בלבול בין מוסדות לבין תפקידיהם,באתונה,בספרטה,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא מוסדות יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
history,,מורשת,תרבות ומורשת,culture_heritage_error,mcq-option-evidence-tagging|data/history-questions/g6-generated.js,yes,PASS,REAL_RUNTIME_classifier,HI-07,3,0.6,culture_heritage_error|cultural_influence_confusion,,בלבול בהשפעה של אירוע או תרבות,תיאטרון וטקסים אזרחיים,אימוני לחימה קשים מגיל צעיר בלבד,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא מורשת יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
history,,ראיות,הבנת מקור היסטורי פשוט,source_comprehension_error,mcq-option-evidence-tagging|data/history-questions/g6-generated.js,yes,PASS,REAL_RUNTIME_classifier,HI-08,3,0.6,source_comprehension_error|evidence_claim_error,,טענה שאינה נתמכת במקור ההיסטורי,חקר העבר האנושי על סמך מקורות וראיות,חיזוי העתיד לפי מזג האוויר,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא ראיות יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
history,,עבר והווה,קשר בין עבר להווה,historical_connection_error,mcq-option-evidence-tagging|data/history-questions/g6-generated.js,yes,PASS,REAL_RUNTIME_classifier,HI-09,3,0.6,past_present_link_error|historical_connection_error,,קישור לא נכון בין אירוע בעבר למצב בהווה,התכנסו חכמים והמשיכו את מרכז הלימוד,נבנה בית מקדש שלישי,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא עבר והווה יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
math,g3,השוואת מספרים,יציבות פרוצדורלית ברמת הנושא,math_compare_relation_error,math-mcq-infer|utils/math-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,M-11,3,0.6,math_compare_relation_error,,בחירת סימן השוואה לא נכון,>,<,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא השוואת מספרים יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
math,g6,קנה מידה,יציבות פרוצדורלית ברמת הנושא,math_scale_operation_error,math-mcq-infer|utils/math-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,M-12,3,0.6,math_scale_operation_error,,בחירת פעולה לא נכונה בקנה מידה,15,0.6,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא קנה מידה יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
math,g3,חילוק,יציבות פרוצדורלית ברמת הנושא,math_division_operation_error,math-mcq-infer|utils/math-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,M-13,3,0.6,math_division_operation_error|mul_instead_of_div|sub_instead_of_div|division_fact_error,,כפל במקום חילוק,19,931,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא חילוק יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
math,g4,חילוק עם שארית,יציבות פרוצדורלית ברמת הנושא,math_remainder_error,math-mcq-infer|utils/math-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,M-14,3,0.6,math_remainder_error,,מנה או שארית שאינן מתאימות לתרגיל החילוק,38 ושארית 9,38 ושארית 10,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא חילוק עם שארית יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
math,g4,סדרות,יציבות פרוצדורלית ברמת הנושא,math_sequence_step_error,math-mcq-infer|utils/math-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,M-16,3,0.6,math_sequence_step_error,,יישום לא עקבי של חוקיות הסדרה,52,43,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא סדרות יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
math,g6,יחס,יציבות פרוצדורלית ברמת הנושא,math_ratio_order_error,math-mcq-infer|utils/math-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,M-18,3,0.6,math_ratio_order_error,,היפוך סדר היחס או שינוי היחס,3:1,1:3,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא יחס יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
math,g3,סדר פעולות,יציבות פרוצדורלית ברמת הנושא,math_operation_order_error,math-mcq-infer|utils/math-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,M-20,3,0.6,math_operation_order_error,,חישוב לפי סדר הכתיבה במקום לפי סדר הפעולות,69,35,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא סדר פעולות יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
math,g3,סימני התחלקות,יציבות פרוצדורלית ברמת הנושא,math_divisibility_classification_error,math-mcq-infer|utils/math-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,M-21,3,0.6,math_divisibility_classification_error,,מסקנה שגויה לאחר בדיקת כלל התחלקות,לא,כן,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא סימני התחלקות יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
math,g4,ראשוניים ופריקים,יציבות פרוצדורלית ברמת הנושא,math_prime_composite_classification_error,math-mcq-infer|utils/math-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,M-22,3,0.6,math_prime_composite_classification_error,,בלבול בין מספר ראשוני למספר פריק,פריק,ראשוני,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא ראשוניים ופריקים יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
math,g4,חזקות,יציבות פרוצדורלית ברמת הנושא,math_power_as_multiplication_error,math-mcq-infer|utils/math-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,M-23,3,0.6,math_power_as_multiplication_error,,כפל הבסיס במעריך במקום חישוב חזקה,9,6,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא חזקות יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
math,g4,תכונות אפס ואחד,יציבות פרוצדורלית ברמת הנושא,math_identity_property_error,math-mcq-infer|utils/math-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,M-24,3,0.6,math_identity_property_error,,שימוש לא נכון בתכונות של 0 או 1,0,43,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא תכונות אפס ואחד יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
math,g4,אומדן,יציבות פרוצדורלית ברמת הנושא,math_estimation_strategy_error,math-mcq-infer|utils/math-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,M-25,3,0.6,math_estimation_strategy_error,,בלבול בין אומדן לתוצאה מדויקת,700,680,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא אומדן יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
math,g4,גורמים וכפולות,יציבות פרוצדורלית ברמת הנושא,math_gcd_smaller_input_error,math-mcq-infer|utils/math-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,M-26,3,0.6,math_gcd_smaller_input_error,,בחירה שגויה של המחלק המשותף הגדול ביותר,7,35,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא גורמים וכפולות יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
