severity,category,book,page,path,issue,evidence,recommendation
Medium,English naturalness,english-g5,page-124.txt,audio-text/books/english-g5/pages/page-124.txt,"""made a project"" פחות טבעי באנגלית לימודית.",הכיתה | עסוקה | בפרויקט | שנה | שעברה. | Last | year | our | class | made | a | project | about | the | environment. | נסו | לפתור | בעצמכם. | בעמוד | הבא | נבדוק | יחד | את | הדרך | ואת | התשובה.,"להחליף ל: ""did a project"" או ""worked on a project""."
Medium,English naturalness,english-g5,page-125.txt,audio-text/books/english-g5/pages/page-125.txt,"""made a project"" חוזר גם בעמוד הפתרון.","תרגיל: | ""בשנה | שעברה | כיתתנו | עשתה | פרויקט | על | הסביבה. | "" | Last | year | = | בשנה | שעברה | → | פועל | בעבר. | make | → | made | (פועל | חריג | בעבר). | בשנה | שעברה | כיתתנו | עשתה | פרויקט | על | הסביבה. | La","להחליף ל: ""did a project"" או ""worked on a project""."
Medium,Safety wording review,geography-g5,page-018.txt,audio-text/books/geography-g5/pages/page-018.txt,"עצת בטיחות מנוסחת באופן כללי מדי: ""מקום בטוח — ליד שולחן"". לפני השקה מומלץ לאשר מול מקור בטיחות רשמי ולנסח חד וברור.","מקום בטוח — ליד שולחן, רחוק מחלונות. רגועים, במקום בטוח — לפי הוראות המורה.","לאשר מול הנחיות רשמיות. אם משאירים, לנסח לפי מקור רשמי ולא כניסוח חופשי."
Medium,Hebrew grammar/content wording,hebrew-g1,page-065.txt,audio-text/books/hebrew-g1/pages/page-065.txt,"ניסוח לא מדויק: ""מים — שותים ממנו"". מים אינם כלי ששותים ממנו.",כֶּלֶב — חיית מחמד. מַיִם — שותים ממנו.,"אם הכוונה למים: ""מַיִם — שותים אותם."" אם הכוונה לכוס: להשתמש ב""כּוֹס — שותים ממנה."""
Medium,Hebrew grammar/content wording,hebrew-g1,page-200.txt,audio-text/books/hebrew-g1/pages/page-200.txt,"כפילות תשובה וניסוח זכר: ""שותים ממנו"" עבור כוס. כוס היא נקבה.",שׁוֹתִים ממנו — מה זה? ... כּוֹס. כּוֹס.,"להחליף ל: ""שותים ממנה — מה זה? ... כוס."" ולהשאיר תשובה פעם אחת."
Medium,Moledet/geography factual wording,moledet-g3,page-025.txt,audio-text/books/moledet-g3/pages/page-025.txt,"הניסוח ""ים — הרבה מים, לא זזים הרבה"" לא מדויק: בים יש גלים וזרמים. ההבדל מנחל הוא גודל/חוף/מליחות/אפיק זרימה, לא שאין תנועה.","ים — הרבה מים, לא זזים הרבה. נחל — מים קטנים יותר, זורמים.","להחליף ל: ""ים — גוף מים גדול ורחב, יש בו גלים; נחל — מים שזורמים באפיק."""
Medium,Science precision,science-g6,page-016.txt,audio-text/books/science-g6/pages/page-016.txt,"הגדרת צפיפות כ""כמה משקל בנפח נתון"" פשוטה אך פחות מדויקת מדעית. בכיתה ו׳ עדיף ""כמה חומר/מסה יש בנפח מסוים"".",צפיפות — כמה משקל בנפח נתון:,"להחליף ל: ""צפיפות — כמה חומר/מסה יש בנפח מסוים."""
Review,Cross-book duplicate,geometry-g5,page-061.txt,audio-text/books/geometry-g5/pages/page-061.txt,עמוד זהה מופיע במספר מקומות: geometry-g5/page-061.txt; geometry-g6/page-019.txt,ריבוע צלע 9 ס״מ — מה השטח? נסו לפתור בעצמכם. בעמוד הבא נבדוק יחד את הדרך ואת התשובה.,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,geometry-g6,page-019.txt,audio-text/books/geometry-g6/pages/page-019.txt,עמוד זהה מופיע במספר מקומות: geometry-g5/page-061.txt; geometry-g6/page-019.txt,ריבוע צלע 9 ס״מ — מה השטח? נסו לפתור בעצמכם. בעמוד הבא נבדוק יחד את הדרך ואת התשובה.,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g2,page-019.txt,audio-text/books/math-g2/pages/page-019.txt,עמוד זהה מופיע במספר מקומות: math-g2/page-019.txt; math-g4/page-026.txt,6 + ? = 10 — מה המספר החסר? נסו לפתור בעצמכם. בעמוד הבא נבדוק יחד את הדרך ואת התשובה.,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g3,page-070.txt,audio-text/books/math-g3/pages/page-070.txt,עמוד זהה מופיע במספר מקומות: math-g3/page-070.txt; math-g4/page-105.txt,עכשיו אתם יודעים לחבר שלושה מספרים. בתרגול תמצאו חיבור של שלושה מספרים. אל תשכחו את השלישי!,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Structure consistency,math-g3,page-116.txt,audio-text/books/math-g3/pages/page-116.txt,"כותרת העמוד ב-index היא ""השוואה בין שברים (אותו מכנה)"" במקום אחת מכותרות הרצף הרגילות. התוכן עצמו נראה תקין, אבל המבנה חריג.",כשהמכנה | זהה | — | המונה | הגדול | יותר | הוא | השבר | הגדול | יותר: | ¾ | > | ¼ | — | כי | 3 | חלקים | גדול | מ-1 | חלק | (מתוך | אותה | עוגה | שחולקה | ל-4). | ⅔ | > | ⅓ | — | כי | 2 | חלקים | גדול | מ-1 | חלק | (מתוך,"להחליט אם זה בכוונה. אם לא — לשנות כותרת ל""בואו נפתור"" או לפצל לשיעור נפרד."
Review,Cross-book duplicate,math-g3,page-170.txt,audio-text/books/math-g3/pages/page-170.txt,עמוד זהה מופיע במספר מקומות: math-g3/page-170.txt; math-g4/page-240.txt; math-g5/page-226.txt,"מסגרת: מה יודעים? שתי כמויות מה מבקשים? כמה יותר לזה שיש יותר מה עושים? מחסרים: גדול − קטן ""יותר"" = הפרש — לא סכום!","לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g3,page-175.txt,audio-text/books/math-g3/pages/page-175.txt,עמוד זהה מופיע במספר מקומות: math-g3/page-175.txt; math-g4/page-245.txt,עכשיו אתם יודעים לפתור כמה יותר? בשאלה מילולית. בתרגול תמצאו שאלות השוואה. חפשו הפרש — לא סכום!,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g3,page-182.txt,audio-text/books/math-g3/pages/page-182.txt,עמוד זהה מופיע במספר מקומות: math-g3/page-182.txt; math-g4/page-252.txt,עכשיו אתם יודעים לפתור שאלות על מה נשאר. בתרגול תמצאו חילוק עם שארית במילים. חפשו את השארית!,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g3,page-183.txt,audio-text/books/math-g3/pages/page-183.txt,עמוד זהה מופיע במספר מקומות: math-g3/page-183.txt; math-g4/page-253.txt,היום נפתור שאלה מילולית על סכום זמנים — כמה דקות ביחד נמשכים שני קטעים.,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g3,page-189.txt,audio-text/books/math-g3/pages/page-189.txt,עמוד זהה מופיע במספר מקומות: math-g3/page-189.txt; math-g4/page-259.txt,עכשיו אתם יודעים לחבר זמני צפייה בדקות. בתרגול תמצאו שאלות על סכום זמנים. חברו את הדקות!,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g4,page-019.txt,audio-text/books/math-g4/pages/page-019.txt,עמוד זהה מופיע במספר מקומות: math-g4/page-019.txt; math-g5/page-019.txt,64 + ? = 100 — מה המספר החסר? נסו לפתור בעצמכם. בעמוד הבא נבדוק יחד את הדרך ואת התשובה.,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g4,page-026.txt,audio-text/books/math-g4/pages/page-026.txt,עמוד זהה מופיע במספר מקומות: math-g2/page-019.txt; math-g4/page-026.txt,6 + ? = 10 — מה המספר החסר? נסו לפתור בעצמכם. בעמוד הבא נבדוק יחד את הדרך ואת התשובה.,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g4,page-105.txt,audio-text/books/math-g4/pages/page-105.txt,עמוד זהה מופיע במספר מקומות: math-g3/page-070.txt; math-g4/page-105.txt,עכשיו אתם יודעים לחבר שלושה מספרים. בתרגול תמצאו חיבור של שלושה מספרים. אל תשכחו את השלישי!,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g4,page-161.txt,audio-text/books/math-g4/pages/page-161.txt,עמוד זהה מופיע במספר מקומות: math-g4/page-161.txt; math-g5/page-175.txt,עכשיו אתם יודעים למצוא גורמים של מספר. בתרגול תמצאו מה הגורמים? — חפשו זוגות כפל!,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g4,page-166.txt,audio-text/books/math-g4/pages/page-166.txt,עמוד זהה מופיע במספר מקומות: math-g4/page-166.txt; math-g6/page-096.txt,כתבו 5 כפולות ראשונות של 6. נסו לפתור בעצמכם. בעמוד הבא נבדוק יחד את הדרך ואת התשובה.,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g4,page-240.txt,audio-text/books/math-g4/pages/page-240.txt,עמוד זהה מופיע במספר מקומות: math-g3/page-170.txt; math-g4/page-240.txt; math-g5/page-226.txt,"מסגרת: מה יודעים? שתי כמויות מה מבקשים? כמה יותר לזה שיש יותר מה עושים? מחסרים: גדול − קטן ""יותר"" = הפרש — לא סכום!","לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g4,page-245.txt,audio-text/books/math-g4/pages/page-245.txt,עמוד זהה מופיע במספר מקומות: math-g3/page-175.txt; math-g4/page-245.txt,עכשיו אתם יודעים לפתור כמה יותר? בשאלה מילולית. בתרגול תמצאו שאלות השוואה. חפשו הפרש — לא סכום!,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g4,page-252.txt,audio-text/books/math-g4/pages/page-252.txt,עמוד זהה מופיע במספר מקומות: math-g3/page-182.txt; math-g4/page-252.txt,עכשיו אתם יודעים לפתור שאלות על מה נשאר. בתרגול תמצאו חילוק עם שארית במילים. חפשו את השארית!,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g4,page-253.txt,audio-text/books/math-g4/pages/page-253.txt,עמוד זהה מופיע במספר מקומות: math-g3/page-183.txt; math-g4/page-253.txt,היום נפתור שאלה מילולית על סכום זמנים — כמה דקות ביחד נמשכים שני קטעים.,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g4,page-259.txt,audio-text/books/math-g4/pages/page-259.txt,עמוד זהה מופיע במספר מקומות: math-g3/page-189.txt; math-g4/page-259.txt,עכשיו אתם יודעים לחבר זמני צפייה בדקות. בתרגול תמצאו שאלות על סכום זמנים. חברו את הדקות!,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g5,page-019.txt,audio-text/books/math-g5/pages/page-019.txt,עמוד זהה מופיע במספר מקומות: math-g4/page-019.txt; math-g5/page-019.txt,64 + ? = 100 — מה המספר החסר? נסו לפתור בעצמכם. בעמוד הבא נבדוק יחד את הדרך ואת התשובה.,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g5,page-175.txt,audio-text/books/math-g5/pages/page-175.txt,עמוד זהה מופיע במספר מקומות: math-g4/page-161.txt; math-g5/page-175.txt,עכשיו אתם יודעים למצוא גורמים של מספר. בתרגול תמצאו מה הגורמים? — חפשו זוגות כפל!,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g5,page-226.txt,audio-text/books/math-g5/pages/page-226.txt,עמוד זהה מופיע במספר מקומות: math-g3/page-170.txt; math-g4/page-240.txt; math-g5/page-226.txt,"מסגרת: מה יודעים? שתי כמויות מה מבקשים? כמה יותר לזה שיש יותר מה עושים? מחסרים: גדול − קטן ""יותר"" = הפרש — לא סכום!","לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
Review,Cross-book duplicate,math-g6,page-096.txt,audio-text/books/math-g6/pages/page-096.txt,עמוד זהה מופיע במספר מקומות: math-g4/page-166.txt; math-g6/page-096.txt,כתבו 5 כפולות ראשונות של 6. נסו לפתור בעצמכם. בעמוד הבא נבדוק יחד את הדרך ואת התשובה.,"לא בהכרח שגיאה אם זו חזרה ספירלית, אבל לפני השקה מומלץ לאשר שזה מכוון ולא שכפול בטעות."
High,Grade/meta wording,english-g1,page-043.txt,audio-text/books/english-g1/pages/page-043.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",היום נלמד מילים מהכיתה באנגלית.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,english-g1,page-084.txt,audio-text/books/english-g1/pages/page-084.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","סיימתם את יסודות האותיות, הצלילים, המילים וההאזנה בכיתה א׳.","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,english-g1,page-131.txt,audio-text/books/english-g1/pages/page-131.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",מי מלמד את הכיתה ועוזר לתלמידים?,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,english-g1,page-133.txt,audio-text/books/english-g1/pages/page-133.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",עכשיו אתם מכירים מילים מהכיתה באנגלית.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,english-g1,page-150.txt,audio-text/books/english-g1/pages/page-150.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",נכנסים לכיתה ואומרים:,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,english-g2,page-001.txt,audio-text/books/english-g2/pages/page-001.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",מניחים שעברתם על יסודות כיתה א׳.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,english-g2,page-022.txt,audio-text/books/english-g2/pages/page-022.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",זו מיומנות מרכזית בכיתה ב׳.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,english-g2,page-050.txt,audio-text/books/english-g2/pages/page-050.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",היום מילים חדשות על כיתה וחברים — באנגלית.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,english-g2,page-077.txt,audio-text/books/english-g2/pages/page-077.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",סיימתם את יסודות הקריאה וההאזנה בכיתה ב׳.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,english-g2,page-120.txt,audio-text/books/english-g2/pages/page-120.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",היום נשתמש במילים מהכיתה במשפט.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geography-g5,page-045.txt,audio-text/books/geography-g5/pages/page-045.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",ילד בכיתה ו'2 — חלק מהזהות הקהילתית.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geography-g6,page-003.txt,audio-text/books/geography-g6/pages/page-003.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה אחת:,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geography-g6,page-053.txt,audio-text/books/geography-g6/pages/page-053.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",לקחת אחריות ולתרום — בכיתה או בקהילה.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g1,page-016.txt,audio-text/books/geometry-g1/pages/page-016.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה א׳ לומדים הזזה ושיקוף.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g2,page-002.txt,audio-text/books/geometry-g2/pages/page-002.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ב׳ מתמקדים בשם ובתיאור — לא בחישוב נפח.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g2,page-015.txt,audio-text/books/geometry-g2/pages/page-015.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ב׳ בודקים יותר בקפידה:,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g3,page-009.txt,audio-text/books/geometry-g3/pages/page-009.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ג׳ — שם וזיהוי — לא חישובים.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g3,page-051.txt,audio-text/books/geometry-g3/pages/page-051.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ג׳ מתמקדים בהיכרות — לא בחישוב מרכז סיבוב.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g3,page-058.txt,audio-text/books/geometry-g3/pages/page-058.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ג׳ לא מחשבים נפח — רק סופרים חלקים.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g4,page-002.txt,audio-text/books/geometry-g4/pages/page-002.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",תכונה מרכזית בכיתה ד׳:,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g4,page-009.txt,audio-text/books/geometry-g4/pages/page-009.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",תכונה מרכזית בכיתה ד׳: 2 זוגות צלעות שוות.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g4,page-030.txt,audio-text/books/geometry-g4/pages/page-030.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","בכיתה ד׳ — בודקים תכונות, לא רק שם.","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g4,page-043.txt,audio-text/books/geometry-g4/pages/page-043.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ד׳ עובדים עם מספרים גדולים יותר — למשל צלע 8 ס״מ.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g4,page-050.txt,audio-text/books/geometry-g4/pages/page-050.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ד׳ — למשל ריבוע צלע 7 → שטח 49 סמ״ר.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
