category,engine_action_or_state,source_file,exact_condition_in_code,input_fields,output_field,parent_text_template_now,example_rendered_text,positive_or_negative_or_neutral,shown_in_short_screen,shown_in_short_pdf,shown_in_detailed_screen,shown_in_detailed_pdf,hidden_or_truncated,generic_or_specific,can_duplicate_with,can_conflict_with,notes_for_hebrew_rewrite
overview_strength,readyForProgressPreviewHe,utils/parent-report-v2.js,strengthCandidates[1..] up to 3 lines,V2 units sorted by strength,diagnosticOverviewHe.readyForProgressPreviewHe[],"{subject}: {name}: {q} שאלות, דיוק {acc}%","מתמטיקה: חיסור: 30 שאלות, דיוק 88%",positive,yes,yes,no,no,none,specific,advance_level step,falsePromotionRisk on same topic,Preview only — not same as approved advance
overview_weakness,mainFocusAreaLineHe,utils/parent-report-v2.js,attentionSorted[0] priority P1-P4 OR diagnosis.allowed,V2 units priority,diagnosticOverviewHe.mainFocusAreaLineHe,{subject}: {name}: {pattern OR q/acc},מתמטיקה: חיבור: בלבול בסדר הפעולות,negative,yes,yes,no,no,appendThinOverviewHedge when thin,specific,engine topic_attention_insight,strongestAreaLineHe same subject AAA5,
overview_weakness,requiresAttentionPreviewHe,utils/parent-report-v2.js,attentionSorted[1..] up to 5,V2 attention units,diagnosticOverviewHe.requiresAttentionPreviewHe[],(same as mainFocus format),"עברית: קריאה: כ-12 שאלות, דיוק 58%",negative,yes,yes,no,no,none,specific,insights topic lines,mainFocusAreaLineHe,
overview_neutral,insufficientDataSubjectsHe,utils/parent-report-v2.js,subjects with thin evidence list,insufficientDataSubjectsHe,diagnosticOverviewHe.insufficientDataSubjectsHe[],(subject names),מדעים,neutral,yes,yes,no,no,none,specific,thin_student_data,,
overview_neutral,no_urgent_topic_overview_fallback,utils/parent-report-v2.js,units.length===0 → fallback overview,fallbackOverview,diagnosticOverviewHe fields from fallback,(legacy pattern diagnostics fallback),(varies),neutral,yes,yes,no,no,none,generic,engine no_urgent,,
raw_metric_strength,high_accuracy_אנגלית,utils/parent-data-presence.js,deriveRawMetricStrengthLinesHe: nq>=RAW_STRENGTH_MIN_Q && acc>=RAW_STRENGTH_HIGH_ACC,"summary.אנגליתQuestions, אנגליתAccuracy",rawMetricStrengthsHe[],{label} נראה כמו מקצוע שהילד מצליח בו יותר כרגע: דיוק גבוה ({acc}%) לאורך {nq} שאלות בתקופה.,אנגלית נראה כמו מקצוע שהילד מצליח בו יותר כרגע: דיוק גבוה (91%) לאורך 40 שאלות בתקופה.,positive,yes,yes,no,no,none,specific,strongestAreaLineHe,low_accuracy_weakest_subject same subject,Subject-level only — no topic
raw_metric_strength,mid_accuracy_אנגלית,utils/parent-data-presence.js,acc>=RAW_STRENGTH_MID_LO && acc<RAW_STRENGTH_HIGH_ACC,summary accuracy band 60-79 approx,rawMetricStrengthsHe[],"ב{label} התוצאות נראות די עקביות ({acc}% דיוק, {nq} שאלות) — יש עדיין נושאים שכדאי לחזק.","באנגלית התוצאות נראות די עקביות (72% דיוק, 25 שאלות) — יש עדיין נושאים שכדאי לחזק.",neutral,yes,yes,no,no,none,specific,mid_accuracy band insight,high_accuracy same subject if threshold edge,Strength with caveat — not full mastery claim
raw_metric_strength,high_accuracy_עברית,utils/parent-data-presence.js,deriveRawMetricStrengthLinesHe: nq>=RAW_STRENGTH_MIN_Q && acc>=RAW_STRENGTH_HIGH_ACC,"summary.עבריתQuestions, עבריתAccuracy",rawMetricStrengthsHe[],{label} נראה כמו מקצוע שהילד מצליח בו יותר כרגע: דיוק גבוה ({acc}%) לאורך {nq} שאלות בתקופה.,עברית נראה כמו מקצוע שהילד מצליח בו יותר כרגע: דיוק גבוה (91%) לאורך 40 שאלות בתקופה.,positive,yes,yes,no,no,none,specific,strongestAreaLineHe,low_accuracy_weakest_subject same subject,Subject-level only — no topic
raw_metric_strength,mid_accuracy_עברית,utils/parent-data-presence.js,acc>=RAW_STRENGTH_MID_LO && acc<RAW_STRENGTH_HIGH_ACC,summary accuracy band 60-79 approx,rawMetricStrengthsHe[],"ב{label} התוצאות נראות די עקביות ({acc}% דיוק, {nq} שאלות) — יש עדיין נושאים שכדאי לחזק.","בעברית התוצאות נראות די עקביות (72% דיוק, 25 שאלות) — יש עדיין נושאים שכדאי לחזק.",neutral,yes,yes,no,no,none,specific,mid_accuracy band insight,high_accuracy same subject if threshold edge,Strength with caveat — not full mastery claim
raw_metric_strength,high_accuracy_מדעים,utils/parent-data-presence.js,deriveRawMetricStrengthLinesHe: nq>=RAW_STRENGTH_MIN_Q && acc>=RAW_STRENGTH_HIGH_ACC,"summary.מדעיםQuestions, מדעיםAccuracy",rawMetricStrengthsHe[],{label} נראה כמו מקצוע שהילד מצליח בו יותר כרגע: דיוק גבוה ({acc}%) לאורך {nq} שאלות בתקופה.,מדעים נראה כמו מקצוע שהילד מצליח בו יותר כרגע: דיוק גבוה (91%) לאורך 40 שאלות בתקופה.,positive,yes,yes,no,no,none,specific,strongestAreaLineHe,low_accuracy_weakest_subject same subject,Subject-level only — no topic
raw_metric_strength,mid_accuracy_מדעים,utils/parent-data-presence.js,acc>=RAW_STRENGTH_MID_LO && acc<RAW_STRENGTH_HIGH_ACC,summary accuracy band 60-79 approx,rawMetricStrengthsHe[],"ב{label} התוצאות נראות די עקביות ({acc}% דיוק, {nq} שאלות) — יש עדיין נושאים שכדאי לחזק.","במדעים התוצאות נראות די עקביות (72% דיוק, 25 שאלות) — יש עדיין נושאים שכדאי לחזק.",neutral,yes,yes,no,no,none,specific,mid_accuracy band insight,high_accuracy same subject if threshold edge,Strength with caveat — not full mastery claim
raw_metric_strength,high_accuracy_חשבון,utils/parent-data-presence.js,deriveRawMetricStrengthLinesHe: nq>=RAW_STRENGTH_MIN_Q && acc>=RAW_STRENGTH_HIGH_ACC,"summary.חשבוןQuestions, חשבוןAccuracy",rawMetricStrengthsHe[],{label} נראה כמו מקצוע שהילד מצליח בו יותר כרגע: דיוק גבוה ({acc}%) לאורך {nq} שאלות בתקופה.,חשבון נראה כמו מקצוע שהילד מצליח בו יותר כרגע: דיוק גבוה (91%) לאורך 40 שאלות בתקופה.,positive,yes,yes,no,no,none,specific,strongestAreaLineHe,low_accuracy_weakest_subject same subject,Subject-level only — no topic
raw_metric_strength,mid_accuracy_חשבון,utils/parent-data-presence.js,acc>=RAW_STRENGTH_MID_LO && acc<RAW_STRENGTH_HIGH_ACC,summary accuracy band 60-79 approx,rawMetricStrengthsHe[],"ב{label} התוצאות נראות די עקביות ({acc}% דיוק, {nq} שאלות) — יש עדיין נושאים שכדאי לחזק.","בחשבון התוצאות נראות די עקביות (72% דיוק, 25 שאלות) — יש עדיין נושאים שכדאי לחזק.",neutral,yes,yes,no,no,none,specific,mid_accuracy band insight,high_accuracy same subject if threshold edge,Strength with caveat — not full mastery claim
raw_metric_strength,high_accuracy_גאומטריה,utils/parent-data-presence.js,deriveRawMetricStrengthLinesHe: nq>=RAW_STRENGTH_MIN_Q && acc>=RAW_STRENGTH_HIGH_ACC,"summary.גאומטריהQuestions, גאומטריהAccuracy",rawMetricStrengthsHe[],{label} נראה כמו מקצוע שהילד מצליח בו יותר כרגע: דיוק גבוה ({acc}%) לאורך {nq} שאלות בתקופה.,גאומטריה נראה כמו מקצוע שהילד מצליח בו יותר כרגע: דיוק גבוה (91%) לאורך 40 שאלות בתקופה.,positive,yes,yes,no,no,none,specific,strongestAreaLineHe,low_accuracy_weakest_subject same subject,Subject-level only — no topic
raw_metric_strength,mid_accuracy_גאומטריה,utils/parent-data-presence.js,acc>=RAW_STRENGTH_MID_LO && acc<RAW_STRENGTH_HIGH_ACC,summary accuracy band 60-79 approx,rawMetricStrengthsHe[],"ב{label} התוצאות נראות די עקביות ({acc}% דיוק, {nq} שאלות) — יש עדיין נושאים שכדאי לחזק.","בגאומטריה התוצאות נראות די עקביות (72% דיוק, 25 שאלות) — יש עדיין נושאים שכדאי לחזק.",neutral,yes,yes,no,no,none,specific,mid_accuracy band insight,high_accuracy same subject if threshold edge,Strength with caveat — not full mastery claim
raw_metric_strength,high_accuracy_מולדת וגאוגרפיה,utils/parent-data-presence.js,deriveRawMetricStrengthLinesHe: nq>=RAW_STRENGTH_MIN_Q && acc>=RAW_STRENGTH_HIGH_ACC,"summary.מולדת וגאוגרפיהQuestions, מולדת וגאוגרפיהAccuracy",rawMetricStrengthsHe[],{label} נראה כמו מקצוע שהילד מצליח בו יותר כרגע: דיוק גבוה ({acc}%) לאורך {nq} שאלות בתקופה.,מולדת וגאוגרפיה נראה כמו מקצוע שהילד מצליח בו יותר כרגע: דיוק גבוה (91%) לאורך 40 שאלות בתקופה.,positive,yes,yes,no,no,none,specific,strongestAreaLineHe,low_accuracy_weakest_subject same subject,Subject-level only — no topic
raw_metric_strength,mid_accuracy_מולדת וגאוגרפיה,utils/parent-data-presence.js,acc>=RAW_STRENGTH_MID_LO && acc<RAW_STRENGTH_HIGH_ACC,summary accuracy band 60-79 approx,rawMetricStrengthsHe[],"ב{label} התוצאות נראות די עקביות ({acc}% דיוק, {nq} שאלות) — יש עדיין נושאים שכדאי לחזק.","במולדת וגאוגרפיה התוצאות נראות די עקביות (72% דיוק, 25 שאלות) — יש עדיין נושאים שכדאי לחזק.",neutral,yes,yes,no,no,none,specific,mid_accuracy band insight,high_accuracy same subject if threshold edge,Strength with caveat — not full mastery claim
ui_explain_layer,explain_identified,utils/parent-report-ui-explain-he.js,buildTopicDiagnosticExplainSectionsHe identified,"row.topicEngineRowSignals, row accuracy/questions",ParentReportTopicExplainBlock / explain_identified,מה זוהה: {stepLabel} ב«{label}».,מה זוהה: {stepLabel} ב«חיבור».,neutral,yes,yes,no,no,explain block NOT truncated at 140 post-fix,specific,engine_insight topic_attention,truncated trend vs full explain,
ui_explain_layer,explain_data,utils/parent-report-ui-explain-he.js,q/acc/wr,"row.topicEngineRowSignals, row accuracy/questions",ParentReportTopicExplainBlock / explain_data,"הנתונים: {q} שאלות, דיוק {acc}%, {wr}% טעויות.","הנתונים: 24 שאלות, דיוק 68%, {wr}% טעויות.",specific,yes,yes,no,no,explain block NOT truncated at 140 post-fix,specific,engine_insight topic_attention,truncated trend vs full explain,
ui_explain_layer,explain_pattern_known,utils/parent-report-ui-explain-he.js,parentFacingPatternLineHe present,"row.topicEngineRowSignals, row accuracy/questions",ParentReportTopicExplainBlock / explain_pattern_known,דפוס: {patternLabel/narrative}.,דפוס: {patternLabel/narrative}.,specific,yes,yes,no,no,explain block NOT truncated at 140 post-fix,specific,engine_insight topic_attention,truncated trend vs full explain,Must stay aligned with engine honesty
ui_explain_layer,explain_pattern_unknown,utils/parent-report-ui-explain-he.js,rowNeedsAttention && !pattern,"row.topicEngineRowSignals, row accuracy/questions",ParentReportTopicExplainBlock / explain_pattern_unknown,דפוס: אין עדיין מספיק מידע כדי לזהות סוג טעות קבוע...,דפוס: אין עדיין מספיק מידע כדי לזהות סוג טעות קבוע...,neutral,yes,yes,no,no,explain block NOT truncated at 140 post-fix,specific,engine_insight topic_attention,truncated trend vs full explain,Must stay aligned with engine honesty
ui_explain_layer,explain_meaning,utils/parent-report-ui-explain-he.js,parentFacingMeaningLineHe + foundation,"row.topicEngineRowSignals, row accuracy/questions",ParentReportTopicExplainBlock / explain_meaning,משמעות: {step/reason}. {foundation?},משמעות: {step/reason}. {foundation?},specific,yes,yes,no,no,explain block NOT truncated at 140 post-fix,specific,engine_insight topic_attention,truncated trend vs full explain,
ui_explain_layer,explain_action,utils/parent-report-ui-explain-he.js,doNowHe||interventionPlanHe||recommendedParentActionHe,"row.topicEngineRowSignals, row accuracy/questions",ParentReportTopicExplainBlock / explain_action,מה לתרגל: {action},מה לתרגל: {action},specific,yes,yes,no,no,explain block NOT truncated at 140 post-fix,specific,engine_insight topic_attention,truncated trend vs full explain,
ui_explain_layer,topicFoundationDependencyCompactLineHe,utils/parent-report-ui-explain-he.js,parentFacingFoundationLineHe||dependencyStateLineHe,"row.topicEngineRowSignals, row accuracy/questions",ParentReportTopicExplainBlock / topicFoundationDependencyCompactLineHe,(foundation compact),(foundation compact),specific,yes,yes,no,no,explain block NOT truncated at 140 post-fix,specific,engine_insight topic_attention,truncated trend vs full explain,
ui_explain_layer,trendCompactLineHe,utils/parent-report-ui-explain-he.js,trend.summaryHe OR accuracy/independence directions,"row.topicEngineRowSignals, row accuracy/questions",ParentReportTopicExplainBlock / trendCompactLineHe,מה קורה עם הדיוק: {dir},מה קורה עם הדיוק: {dir},specific,yes,yes,no,no,truncateHe 100-160 chars in compact lines; explain block full since fix,specific,engine_insight topic_attention,truncated trend vs full explain,
ui_explain_layer,learningMemoryLineHe,utils/parent-report-ui-explain-he.js,memoryNarrativeHe||learningStageLabelHe,"row.topicEngineRowSignals, row accuracy/questions",ParentReportTopicExplainBlock / learningMemoryLineHe,לאורך זמן: ...,לאורך זמן: ...,specific,yes,yes,no,no,truncateHe 100-160 chars in compact lines; explain block full since fix,specific,engine_insight topic_attention,truncated trend vs full explain,
ui_explain_layer,reviewBeforeAdvanceLineHe,utils/parent-report-ui-explain-he.js,reviewBeforeAdvanceHe,"row.topicEngineRowSignals, row accuracy/questions",ParentReportTopicExplainBlock / reviewBeforeAdvanceLineHe,לחזור על אותה רמה...,לחזור על אותה רמה...,specific,yes,yes,no,no,truncateHe 100-160 chars in compact lines; explain block full since fix,specific,engine_insight topic_attention,truncated trend vs full explain,
ui_explain_layer,transferReadinessLineHe,utils/parent-report-ui-explain-he.js,transferReadiness not unknown,"row.topicEngineRowSignals, row accuracy/questions",ParentReportTopicExplainBlock / transferReadinessLineHe,מעבר: ...,מעבר: ...,specific,yes,yes,no,no,truncateHe 100-160 chars in compact lines; explain block full since fix,specific,engine_insight topic_attention,truncated trend vs full explain,
trend_signal,row_trend_up,utils/parent-report-row-trend.js,buildTrendDerivedSignals / trend row: accuracyDirection==='up' OR progressSupportsAdvance,"row daily slices, mistake events over time",trendDer.* → whyThisRecommendationHe / phase2 guards,בשיפור / אפשר לשקול התקדמות זהירה,בשיפור / אפשר לשקול התקדמות זהירה,positive,partial,partial,no,no,trendCompactLineHe truncate 100,specific,daily_improvement server insight,fragile_success vs progressSupportsAdvance,
trend_signal,row_trend_down,utils/parent-report-row-trend.js,buildTrendDerivedSignals / trend row: accuracyDirection==='down',"row daily slices, mistake events over time",trendDer.* → whyThisRecommendationHe / phase2 guards,בירידה,בירידה,negative,partial,partial,no,no,trendCompactLineHe truncate 100,specific,daily_improvement server insight,fragile_success vs progressSupportsAdvance,
trend_signal,row_trend_flat,utils/parent-report-row-trend.js,buildTrendDerivedSignals / trend row: accuracyDirection==='flat',"row daily slices, mistake events over time",trendDer.* → whyThisRecommendationHe / phase2 guards,ללא שינוי,ללא שינוי,neutral,partial,partial,no,no,trendCompactLineHe truncate 100,specific,daily_improvement server insight,fragile_success vs progressSupportsAdvance,
trend_signal,row_trend_unknown,utils/parent-report-row-trend.js,buildTrendDerivedSignals / trend row: unclearTrend,"row daily slices, mistake events over time",trendDer.* → whyThisRecommendationHe / phase2 guards,לא ברורה מספיק / נשארים זהירים,לא ברורה מספיק / נשארים זהירים,neutral,partial,partial,no,no,trendCompactLineHe truncate 100,specific,daily_improvement server insight,fragile_success vs progressSupportsAdvance,
trend_signal,fragileProgressPattern,utils/parent-report-row-trend.js,buildTrendDerivedSignals / trend row: accuracy up + independence down,"row daily slices, mistake events over time",trendDer.* → whyThisRecommendationHe / phase2 guards,"הדיוק עולה, אבל הילד עדיין צריך יותר עזרה","הדיוק עולה, אבל הילד עדיין צריך יותר עזרה",neutral,partial,partial,no,no,trendCompactLineHe truncate 100,specific,daily_improvement server insight,fragile_success vs progressSupportsAdvance,
trend_signal,progressSupportsAdvance,utils/parent-report-row-trend.js,buildTrendDerivedSignals / trend row: trend supports advance,"row daily slices, mistake events over time",trendDer.* → whyThisRecommendationHe / phase2 guards,"אם ההצלחה והעצמאות חוזרות יחד, אפשר לשקול התקדמות זהירה","אם ההצלחה והעצמאות חוזרות יחד, אפשר לשקול התקדמות זהירה",positive,partial,partial,no,no,trendCompactLineHe truncate 100,specific,daily_improvement server insight,fragile_success vs progressSupportsAdvance,
trend_signal,negativeTrendAfterRecentDifficultyIncrease,utils/parent-report-row-trend.js,buildTrendDerivedSignals / trend row: recent difficulty increase,"row daily slices, mistake events over time",trendDer.* → whyThisRecommendationHe / phase2 guards,triggers recent_transition_caution,triggers recent_transition_caution,negative,partial,partial,no,no,trendCompactLineHe truncate 100,specific,daily_improvement server insight,fragile_success vs progressSupportsAdvance,
trend_signal,fluencySupportWithoutAccuracyDrop,utils/parent-report-row-trend.js,buildTrendDerivedSignals / trend row: speed context positive,"row daily slices, mistake events over time",trendDer.* → whyThisRecommendationHe / phase2 guards,blocks drop on speed alone,blocks drop on speed alone,positive,partial,partial,no,no,trendCompactLineHe truncate 100,specific,daily_improvement server insight,fragile_success vs progressSupportsAdvance,
home_recommendation,home_math_geometry,lib/parent-server/parent-report-parent-facing.server.js,buildHomeRecommendationsHe: weakest subject math|geometry,"subjects rank, weakTopics, insights text",parentFacing.homeRecommendations[],להקדיש 10 דקות ביום לתרגול קצר במתמטיקה...,להקדיש 10 דקות ביום לתרגול קצר במתמטיקה...,neutral,yes,yes,no,no,none,specific,intervention doNowHe,generic routine vs specific doNow,
home_recommendation,home_hebrew,lib/parent-server/parent-report-parent-facing.server.js,buildHomeRecommendationsHe: weakest hebrew,"subjects rank, weakTopics, insights text",parentFacing.homeRecommendations[],לקרוא טקסט קצר ולבקש מהילד להסביר...,לקרוא טקסט קצר ולבקש מהילד להסביר...,neutral,yes,yes,no,no,none,specific,intervention doNowHe,generic routine vs specific doNow,
home_recommendation,home_english,lib/parent-server/parent-report-parent-facing.server.js,buildHomeRecommendationsHe: weakest english,"subjects rank, weakTopics, insights text",parentFacing.homeRecommendations[],לתרגל 5–10 דקות ביום אוצר מילים...,לתרגל 5–10 דקות ביום אוצר מילים...,neutral,yes,yes,no,no,none,specific,intervention doNowHe,generic routine vs specific doNow,
home_recommendation,home_generic_weak,lib/parent-server/parent-report-parent-facing.server.js,buildHomeRecommendationsHe: other weak subject,"subjects rank, weakTopics, insights text",parentFacing.homeRecommendations[],לחזור יחד על נושא אחד ב{label} בקצב איטי,לחזור יחד על נושא אחד ב{label} בקצב איטי,neutral,yes,yes,no,no,none,specific,intervention doNowHe,generic routine vs specific doNow,
home_recommendation,home_word_problems,lib/parent-server/parent-report-parent-facing.server.js,buildHomeRecommendationsHe: weakTopic word problems,"subjects rank, weakTopics, insights text",parentFacing.homeRecommendations[],יש לשים לב לבעיות מילוליות...,יש לשים לב לבעיות מילוליות...,negative,yes,yes,no,no,none,specific,intervention doNowHe,generic routine vs specific doNow,
home_recommendation,home_review_mistakes,lib/parent-server/parent-report-parent-facing.server.js,buildHomeRecommendationsHe: totalAnswers>0,"subjects rank, weakTopics, insights text",parentFacing.homeRecommendations[],לחזור יחד על טעויות אחרונות...,לחזור יחד על טעויות אחרונות...,neutral,yes,yes,no,no,none,specific,intervention doNowHe,generic routine vs specific doNow,
home_recommendation,home_start_short,lib/parent-server/parent-report-parent-facing.server.js,buildHomeRecommendationsHe: totalAnswers===0,"subjects rank, weakTopics, insights text",parentFacing.homeRecommendations[],להתחיל מתרגול קצר של 5–10 דקות...,להתחיל מתרגול קצר של 5–10 דקות...,neutral,yes,yes,no,no,none,specific,intervention doNowHe,generic routine vs specific doNow,
home_recommendation,home_routine,lib/parent-server/parent-report-parent-facing.server.js,buildHomeRecommendationsHe: always (fallback),"subjects rank, weakTopics, insights text",parentFacing.homeRecommendations[],מומלץ לשמור על תרגול קצר וקבוע...,מומלץ לשמור על תרגול קצר וקבוע...,neutral,yes,yes,no,no,none,generic,intervention doNowHe,generic routine vs specific doNow,
home_recommendation,home_hebrew_reading,lib/parent-server/parent-report-parent-facing.server.js,buildHomeRecommendationsHe: insights mention עברית,"subjects rank, weakTopics, insights text",parentFacing.homeRecommendations[],לחזק קריאה והבנת הנקרא...,לחזק קריאה והבנת הנקרא...,neutral,yes,yes,no,no,none,specific,intervention doNowHe,generic routine vs specific doNow,
strength_detection,stable_mastery_row,utils/parent-report-engine-insights-he.js,rowIsStableStrength: q>=5 && acc>=80 && (behavior===stable_mastery||excellent),"topicEngineRowSignals.diagnosticType, row.excellent",(used in dedupe; may appear in mixed_subject line),NOT directly emitted as standalone insight unless paired with weak,(paired in mixed subject only),positive,no,no,partial,partial,stable rows not promoted to insights[] alone,specific,strongestAreaLineHe,weak topic same subject,Strength path under-represented in insights head — overview/rawMetric compensate
strength_detection,stable_mastery_why,utils/topic-next-step-phase2.js,buildWhy behaviorType===stable_mastery,"acc, q",whyThisRecommendationHe,הנושא נראה בשליטה טובה ויציבה (דיוק {acc}% מתוך {q} שאלות).,הנושא נראה בשליטה טובה ויציבה (דיוק 91% מתוך 32 שאלות).,positive,yes,yes,no,no,none,specific,maintained_accuracy,mistake pattern on same row,Good strength template to reuse in insights
strength_detection,advance_level_positive,utils/topic-next-step-engine.js,final step advance_level after guards pass,high volume strong performance,recommendedStepLabelHe + why,העלאת רמת קושי — בנושא זה בלבד,משמעות: העלאת רמת קושי — חיזוק ממוקד...,positive,yes,yes,no,no,none,specific,readyForProgressPreviewHe,falsePromotionRisk,Only when guards allow
strength_detection,advance_grade_topic_only,utils/topic-next-step-engine.js,advance_grade_topic legacy rule + guards,hard level high acc stability,step label,העלאת כיתה — בנושא זה בלבד,(same),positive,yes,yes,no,no,none,specific,readyForProgressPreviewHe,phase7_restraint_cap_advance,
strength_detection,strength_not_stable_enough,utils/topic-next-step-phase2.js,fragile_success_block_advance OR stable_mastery_guard_advance,good acc but hint/unclearTrend/insufficientEvidence,step→maintain,חוזקה שעדיין לא מספיק יציבה להתקדמות — נשארים בביסוס,ההצלחה עדיין לא תמיד נשמרת לבד — לא מתקדמים...,neutral,yes,yes,no,no,none,specific,fragile_success,advance_level + high acc,Critical parent message
display_layer,insights_max_4,utils/parent-report-engine-insights-he.js,"buildParentInsightsFromTopicEngineHe.slice(0,4)",insights array,parentFacing.insights,(max 4 lines),(4 lines max in header),neutral,yes,yes,hidden,hidden,additional topics not in header,specific,topic table rows,overview previews show more subjects,
display_layer,explain_no_truncate_140,components/parent-report-topic-explain-row.jsx,ParentReportTopicExplainBlock renders full sections post-fix,buildTopicDiagnosticExplainSectionsHe,UI 5 lines,(full identified/data/pattern/meaning/action),(full text visible),neutral,yes,yes,no,no,OLD: truncate 140 removed for central explain,specific,insights line may duplicate,,
display_layer,trend_truncate_100,utils/parent-report-ui-explain-he.js,"trendCompactLineHe → truncateHe(..., 100)",trend.summaryHe,compact trend line,(truncated at 100 chars),מה קורה עם הדיוק: בשיפור; העצמאות...,neutral,yes,yes,partial,partial,truncated mid-sentence possible,specific,why trend sentences full,,
display_layer,shortContractTop_hides_mainFocus,pages/learning/parent-report.js,shortContractTop && mainFocusAreaLineHe hidden,UI contract flag,overview visibility,(mainFocus hidden in short contract),(line not rendered),neutral,hidden,hidden,no,no,none,specific,,PDF parity goal — should match,Verify PDF uses same authority
display_layer,patternDiagnostics_block,pages/learning/parent-report.js,patternDiagnostics section when not suppressed,report.patternDiagnostics,pattern section UI,(legacy pattern cards),(varies),neutral,yes,yes,no,no,suppressed when shouldSuppressClientPatternDiagnostics,specific,explain pattern section,duplicate pattern wording,
display_layer,detailed_report_full,pages/learning/parent-report-detailed.js,detailed page renders diagnosticOverviewHe + topic rows,full client report,detailed UI/PDF,(all fields),(full report),neutral,no,no,no,no,none,specific,short screen fields,truncation differences,
why_recommendation,knowledge_gap_why,utils/topic-next-step-phase2.js,buildWhy behaviorType===knowledge_gap,"acc,q,wr,pattern,dependency",whyThisRecommendationHe,הנתונים מראים קושי בחלקים בסיסיים... + pattern/foundation honesty,"הנתונים מראים קושי בחלקים בסיסיים של הנושא (דיוק 38%, 136 שאלות, 62% טעויות).",negative,yes,yes,no,no,none,specific,explain meaning,likely_local_issue dependency,
why_recommendation,undetermined_why,utils/topic-next-step-phase2.js,behaviorType undetermined|insufficient_evidence,q,whyThisRecommendationHe,עדיין אין מספיק נתונים כדי לזהות דפוס ברור...,עדיין אין מספיק נתונים כדי לזהות דפוס ברור בנושא הזה (יש 4 שאלות בלבד).,neutral,yes,yes,no,no,none,specific,no_pattern_honest,,
why_recommendation,default_behavior_why,utils/topic-next-step-phase2.js,else branch,behaviorType label,whyThisRecommendationHe,הדפוס הנראה בביצוע: {diagnosticTypeLabelHe},הדפוס הנראה בביצוע: לחץ מהירות (דיוק 64% מתוך 18 שאלות).,negative,yes,yes,no,no,none,specific,behavior profile label,,
why_recommendation,legacy_rule_mention,utils/topic-next-step-phase2.js,legacyRuleId truthy,legacyRuleId,why append,נשמרו גם שיקולי זהירות.,נשמרו גם שיקולי זהירות.,neutral,yes,yes,no,no,none,generic,phase2 blocker,,
learning_stage,early_acquisition,utils/parent-report-ui-explain-he.js,LEARNING_STAGE_LABEL_HE.early_acquisition,buildLearningMemoryPhase9 learningStage,"learningStageLabelHe, memoryNarrativeHe",עדיין לומד ומתנסה — הנושא חדש יחסית,לאורך זמן: עדיין לומד ומתנסה — הנושא חדש יחסית.,neutral,no,no,partial,partial,learningMemoryLineHe truncate 150,specific,stable_mastery behavior,regression vs stable_control,
learning_stage,partial_stabilization,utils/parent-report-ui-explain-he.js,LEARNING_STAGE_LABEL_HE.partial_stabilization,buildLearningMemoryPhase9 learningStage,"learningStageLabelHe, memoryNarrativeHe","מתחיל להתייצב, עדיין לא במלואו","לאורך זמן: מתחיל להתייצב, עדיין לא במלואו.",neutral,no,no,partial,partial,learningMemoryLineHe truncate 150,specific,stable_mastery behavior,regression vs stable_control,
learning_stage,stable_control,utils/parent-report-ui-explain-he.js,LEARNING_STAGE_LABEL_HE.stable_control,buildLearningMemoryPhase9 learningStage,"learningStageLabelHe, memoryNarrativeHe",פתרון טוב שנשמר לאורך זמן,לאורך זמן: פתרון טוב שנשמר לאורך זמן.,positive,no,no,partial,partial,learningMemoryLineHe truncate 150,specific,stable_mastery behavior,regression vs stable_control,
learning_stage,fragile_retention,utils/parent-report-ui-explain-he.js,LEARNING_STAGE_LABEL_HE.fragile_retention,buildLearningMemoryPhase9 learningStage,"learningStageLabelHe, memoryNarrativeHe",החומר נשמר בקושי,לאורך זמן: החומר נשמר בקושי.,negative,no,no,partial,partial,learningMemoryLineHe truncate 150,specific,stable_mastery behavior,regression vs stable_control,
learning_stage,regression_signal,utils/parent-report-ui-explain-he.js,LEARNING_STAGE_LABEL_HE.regression_signal,buildLearningMemoryPhase9 learningStage,"learningStageLabelHe, memoryNarrativeHe",נראית ירידה לאחרונה — שווה לשים לב,לאורך זמן: נראית ירידה לאחרונה — שווה לשים לב.,negative,no,no,partial,partial,learningMemoryLineHe truncate 150,specific,stable_mastery behavior,regression vs stable_control,
learning_stage,transfer_emerging,utils/parent-report-ui-explain-he.js,LEARNING_STAGE_LABEL_HE.transfer_emerging,buildLearningMemoryPhase9 learningStage,"learningStageLabelHe, memoryNarrativeHe",מתחילה התאמה גם מחוץ לתרגול המדויק,לאורך זמן: מתחילה התאמה גם מחוץ לתרגול המדויק.,positive,no,no,partial,partial,learningMemoryLineHe truncate 150,specific,stable_mastery behavior,regression vs stable_control,
learning_stage,insufficient_longitudinal_evidence,utils/parent-report-ui-explain-he.js,LEARNING_STAGE_LABEL_HE.insufficient_longitudinal_evidence,buildLearningMemoryPhase9 learningStage,"learningStageLabelHe, memoryNarrativeHe",עדיין חסר מידע לאורך זמן,לאורך זמן: עדיין חסר מידע לאורך זמן.,neutral,no,no,partial,partial,learningMemoryLineHe truncate 150,specific,stable_mastery behavior,regression vs stable_control,
